OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
579122-1,809,604,603,600,19
540315-4,100,72,72,72,19
557137-1,1083,684,684,681,19
500178-6079,1010,775,775,767,19
594202-1,966,521,521,519,19
564591-2,729,433,433,433,19
593869-1,255,157,157,157,19
545821-3,987,521,521,518,19
579335-2,160,122,122,121,19
546003-3010,505,266,266,262,19
531316-1,662,471,471,469,19
563510-20,756,513,513,505,19
551082-1005,807,535,535,534,19
579068-1,936,544,543,529,19
530298-1,896,583,582,577,19
538311-2,1475,1011,1011,1008,19
500054-1005,642,463,463,463,19
584649-7,765,443,443,441,19
550973-23053,640,404,403,402,19
554570-6001,952,603,599,594,19
529621-4,60,49,49,48,19
500089-2027,961,580,580,577,19
551066-4004,990,613,613,607,19
566047-1,160,100,100,98,19
599158-4,722,461,461,461,19
535419-1,1679,382,382,380,19
545970-1055,1291,746,743,739,19
500143-5081,1064,763,763,753,19
555321-48,1365,769,769,767,19
541630-12,812,586,578,573,19
500216-9032,1051,622,602,602,19
564851-1,852,558,558,557,19
550990-27006,810,580,576,574,19
545881-27,220,151,151,151,19
568414-24,788,529,529,526,19
511382-15,892,519,519,519,19
500178-6070,1589,1155,1154,1139,19
556467-1,663,399,399,397,19
563510-44,612,398,396,395,19
593419-1,902,539,539,536,19
552445-1,487,319,319,319,19
585068-37,844,565,565,565,19
547107-12034,795,542,542,535,19
532215-1,970,687,685,684,19
501841-1,1188,796,796,788,19
545821-2,972,630,630,624,19
500224-10039,779,563,563,559,19
586021-7,2071,470,470,461,19
500208-8078,1131,730,730,730,19
999997-18,173,153,153,153,19
571491-3,96,68,68,68,19
574767-3,716,490,490,487,19
554634-1,633,305,305,305,19
555631-2,883,406,406,405,19
547301-28001,1378,1083,1083,1077,19
555126-2005,641,413,413,407,19
570508-2,745,490,489,488,19
500178-6068,439,327,327,324,19
545970-1051,790,495,495,494,19
585068-12,938,622,622,619,19
547174-17005,1007,648,648,644,19
546615-2,92,76,76,76,19
595128-1,785,441,440,437,19
565270-1,107,80,80,80,19
547271-49002,952,745,743,732,19
589365-1,422,291,289,289,19
540544-4,106,68,68,68,19
599999-2,1552,1078,1077,1071,19
562009-1,475,362,362,360,19
575429-3,408,297,297,293,19
536636-1,311,201,201,200,19
500143-5080,1087,757,757,750,19
551147-11002,1044,691,690,690,19
589268-1,831,511,509,502,19
999997-1,20,15,15,15,19
538884-1,1175,823,823,819,19
554901-1,1192,778,778,770,19
513750-13,456,293,293,292,19
555401-4001,571,399,399,395,19
500089-2008,621,409,409,406,19
507971-1,1258,740,740,736,19
555088-38,804,568,568,568,19
589250-22,940,568,568,568,19
539163-1,879,641,640,638,19
585068-26,945,703,703,701,19
532053-2,1026,716,716,708,19
579777-2,566,309,309,303,19
585971-1,893,610,610,609,19
545007-1,693,476,476,475,19
500224-10001,421,341,340,340,19
500208-8049,560,403,403,400,19
593711-5,656,418,418,417,19
999997-33,94,83,83,83,19
551228-12005,956,723,712,706,19
500119-4024,702,435,435,434,19
500119-4057,612,414,414,414,19
581186-7,1070,796,796,793,19
536857-1,41,33,33,33,19
530212-1,878,505,505,501,19
545074-1,966,691,690,684,19
500178-6077,628,468,468,460,19
554286-5008,1155,729,729,722,19
547387-15001,1322,879,879,872,19
538281-1,81,66,66,66,19
510483-1,1256,765,765,761,19
534951-13,568,353,353,352,19
579858-5,666,408,408,407,19
539694-13009,799,563,563,562,19
555339-2001,1426,971,970,969,19
563510-34,915,629,629,629,19
592005-14,820,485,485,481,19
500216-9036,839,561,561,558,19
999997-99,24,17,17,17,19
585068-56,916,615,615,613,19
545970-1034,540,336,336,335,19
547034-11021,994,677,675,667,19
533416-2,874,591,591,588,19
546615-1,1012,657,657,653,19
500224-10061,645,432,429,427,19
500178-6076,615,474,474,471,19
536270-3,710,347,347,345,19
569810-39,944,659,658,655,19
568015-1,1477,829,828,822,19
577731-7,737,467,467,464,19
547301-28002,1650,1225,1225,1218,19
571873-3,68,54,54,53,19
540501-1,1185,735,735,728,19
500186-7004,1547,1019,1019,1007,19
544426-2,108,80,80,80,19
539635-46002,898,653,653,653,19
544256-49,807,485,485,485,19
550094-4,902,609,609,607,19
999997-87,379,104,102,102,19
593770-1,959,605,605,602,19
599107-2,1111,524,524,520,19
573507-5,156,96,96,96,19
532053-28,927,531,531,531,19
500119-4084,669,446,446,444,19
555088-66,967,608,608,602,19
547107-12029,826,591,590,584,19
583081-1,1518,908,908,906,19
500224-10008,750,554,554,553,19
546003-3056,739,515,515,511,19
594067-1,1402,787,787,787,19
500208-8074,797,567,567,563,19
568015-2,1021,597,597,595,19
554481-2,782,378,378,376,19
557528-3,111,87,87,84,19
999997-57,203,104,104,104,19
544451-1,258,146,146,145,19
563510-22,878,547,547,546,19
500143-5067,654,475,475,471,19
583405-2,835,553,552,549,19
565041-1,109,68,68,68,19
562882-8,1002,497,497,492,19
507423-1,1257,793,793,789,19
584584-1,988,604,604,598,19
562246-1,568,307,307,303,19
531723-2,1263,879,879,870,19
579556-3,60,33,33,32,19
999997-46,111,76,76,76,19
575372-1,953,657,656,656,19
535672-8,139,105,105,104,19
599701-3,945,554,554,550,19
586846-37,862,598,598,593,19
569810-53,947,708,708,705,19
540030-1,1386,786,786,782,19
568759-6,1109,766,766,759,19
500224-10080,480,298,298,298,19
552399-1,186,141,141,140,19
545988-2031,1219,928,928,926,19
565636-1,191,144,144,142,19
554961-41,822,493,493,492,19
551431-25001,624,498,497,494,19
551953-9,922,593,593,593,19
539694-13050,898,612,612,605,19
533785-1,520,349,349,346,19
500178-6061,435,294,294,294,19
999997-83,103,22,22,22,19
562947-1,760,422,422,419,19
546135-11086,776,423,423,422,19
555088-18,708,356,356,355,19
544256-45,842,524,524,518,19
586498-1,901,592,592,586,19
550973-23063,675,469,469,466,19
500224-10035,786,609,609,609,19
583936-1,1214,850,848,844,19
546003-3045,1014,673,673,668,19
539252-1,1076,756,756,751,19
534676-10,1076,699,699,696,19
999997-15,286,238,238,238,19
500216-9008,1128,803,796,791,19
597007-7,859,592,589,583,19
532576-1,1149,642,642,641,19
545171-1,601,395,395,394,19
539198-3,832,622,622,621,19
500089-2042,521,341,341,341,19
541109-1,914,484,484,480,19
547310-26005,1244,882,882,876,19
554286-5007,1356,676,676,665,19
530883-6,665,398,398,397,19
563510-5,812,419,419,417,19
500119-4125,726,493,493,487,19
538311-1,968,643,643,639,19
529621-5,98,59,59,59,19
547310-26004,744,549,549,545,19
510483-2,1284,822,822,818,19
586749-1,859,521,521,518,19
555631-3,785,407,407,403,19
546003-3046,656,422,422,419,19
579556-1,778,466,466,458,19
535702-3,161,97,97,96,19
547034-11048,865,601,601,600,19
571164-4,664,476,476,473,19
584371-1,1329,817,817,814,19
550094-7,1366,853,853,851,19
585068-41,995,706,706,704,19
555088-43,560,331,331,328,19
565318-1,911,583,582,580,19
500143-5055,757,480,480,475,19
565733-1,165,108,108,108,19
538671-1,1129,848,848,845,19
551031-20025,979,606,606,603,19
500186-7001,925,639,638,636,19
544256-30,372,247,247,247,19
583405-1,839,484,484,482,19
550990-27014,708,522,522,520,19
585068-60,623,436,436,433,19
542041-1,1079,664,664,661,19
539694-13002,1011,653,650,650,19
581917-6,90,44,44,44,19
507261-2,421,280,280,277,19
554685-21003,1304,934,934,927,19
538728-9,946,739,739,735,19
588296-4,979,599,599,595,19
586846-24,903,591,590,584,19
578576-1,697,486,486,484,19
563790-1,2095,1354,1353,1340,19
539333-2,1155,735,735,727,19
541427-1,446,311,311,308,19
550825-1,884,624,624,619,19
500224-10096,669,441,441,439,19
532053-49,907,513,513,512,19
539881-1,974,686,685,684,19
545881-17,961,558,558,557,19
551074-8005,445,276,276,274,19
505188-8,1359,855,855,850,19
535877-1,276,176,176,176,19
598178-2,1052,725,725,721,19
999997-58,107,78,78,78,19
505587-10,1008,570,570,568,19
586021-16,515,306,306,303,19
500216-9024,693,476,476,475,19
547034-11012,919,689,689,685,19
599107-6,763,511,511,507,19
535028-1,1159,612,612,611,19
538647-1,739,476,472,469,19
535702-1,826,510,509,504,19
539635-46001,1159,834,834,831,19
539325-3,1011,748,748,747,19
565784-1,219,147,147,146,19
586765-2,1225,698,698,693,19
500224-10100,571,404,404,403,19
586846-29,463,321,321,319,19
544493-1,1006,708,704,702,19
546615-3,82,55,55,53,19
585068-72,1270,904,904,899,19
507261-1,668,473,473,472,19
572080-1,1037,708,707,703,19
999997-20,276,214,214,214,19
538949-21006,759,553,552,550,19
550973-23009,486,291,291,290,19
554961-21,891,498,498,497,19
500119-4071,753,531,531,527,19
583405-3,532,374,374,371,19
541991-2,759,530,530,527,19
544256-19,624,430,430,428,19
500224-10021,602,399,399,397,19
586129-1,1093,662,662,654,19
538558-1,848,587,587,586,19
999997-101,12,10,10,10,19
550850-4,1088,739,739,735,19
500119-4122,742,507,507,503,19
598038-2,1052,767,767,765,19
580031-17,521,132,132,129,19
566985-17,690,329,329,329,19
549240-23,1070,593,593,590,19
560499-3,742,468,468,467,19
541907-1,412,218,218,216,19
999997-8,307,225,225,225,19
554481-21,755,438,436,429,19
598038-1,984,672,672,663,19
544256-14,993,651,650,647,19
538957-3,1607,1139,1139,1136,19
529818-1,429,295,295,291,20
999997-29,181,126,126,126,20
535702-4,159,97,97,97,20
529648-1,725,493,493,493,20
596868-1,1181,855,854,847,20
551066-4006,807,540,540,535,20
544426-3,106,63,63,63,20
567779-3,1269,638,638,637,20
555321-45,1016,542,541,540,20
531910-1,183,125,125,123,20
539911-4,914,680,680,673,20
599051-7,881,497,497,496,20
582913-1,1401,942,942,939,20
555215-1,735,302,302,302,20
535702-5,127,72,72,72,20
563099-7,1369,596,596,594,20
545970-1044,598,401,401,400,20
546003-3020,674,445,445,445,20
560383-4,1336,690,688,681,20
555088-5,759,433,433,432,20
583758-2,1749,1149,1139,1131,20
567027-53,848,447,447,444,20
559288-1,232,161,161,161,20
531821-1,760,500,500,500,20
549771-1,1070,676,676,668,20
502545-2,973,657,657,653,20
547174-17008,841,602,601,595,20
539091-1,417,301,301,301,20
999997-81,27,24,24,23,20
545252-1,775,531,530,527,20
547107-12018,806,576,576,575,20
500224-10005,920,671,671,669,20
580112-2,93,34,34,34,20
589322-1,1115,651,650,648,20
538949-21003,974,579,579,568,20
546003-3011,457,245,245,244,20
582794-1,946,676,676,673,20
598038-3,1138,810,810,809,20
542041-2,447,317,317,316,20
532011-2,817,509,509,508,20
532819-8,662,385,385,383,20
540561-1,506,394,394,391,20
999997-72,136,123,123,123,20
538949-21004,909,681,680,678,20
586498-2,875,530,530,522,20
535702-2,802,561,561,560,20
500119-4129,587,444,444,442,20
585068-1,3571,803,803,794,20
574767-2,1041,685,685,681,20
539058-1,2270,1644,1644,1640,20
592510-2,840,549,549,548,20
554685-21001,1281,757,756,753,20
500224-10025,700,507,507,507,20
561380-8,639,380,378,377,20
551066-4005,786,549,549,541,20
500143-5035,913,686,686,684,20
545970-1056,1272,880,880,874,20
583758-1,1090,780,780,775,20
593711-30,956,598,596,591,20
555088-67,1003,527,526,522,20
553379-1,1102,748,748,743,20
533718-1,739,490,490,488,20
550973-23070,670,461,461,459,20
535427-3,942,658,656,655,20
569585-1,641,371,371,369,20
500208-8003,562,376,376,375,20
550990-27008,639,487,487,484,20
535427-2,673,465,465,464,20
554961-32,1101,668,668,661,20
500178-6005,788,553,553,545,20
542032-1,746,502,502,500,20
500089-2032,950,581,580,577,20
544256-81,878,636,635,635,20
570249-1,645,438,438,436,20
554537-18001,1197,702,702,695,20
539198-2,1147,839,839,837,20
579858-6,829,540,540,532,20
544981-1,1037,722,722,715,20
547361-14032,930,655,654,654,20
555088-78,1033,721,721,716,20
584819-1,745,485,485,482,20
579203-11,917,563,563,553,20
570362-1,416,243,241,239,20
577731-12,1092,624,624,620,20
578258-1,644,453,453,452,20
589322-2,101,64,64,64,20
585068-19,1003,647,647,646,20
584321-1,738,504,504,497,20
544256-11,786,514,513,510,20
538531-43001,230,173,172,170,20
500089-2035,845,561,559,559,20
592510-1,767,522,521,518,20
575500-7,844,576,576,571,20
544841-13,1077,661,661,660,20
530310-4,185,118,118,117,20
531995-1,1172,765,765,763,20
535427-1,1299,792,791,791,20
507016-3,1073,699,697,697,20
547034-11049,824,555,555,550,20
538949-21008,925,705,705,703,20
502146-1,1465,886,885,876,20
581879-1,1512,961,960,949,20
535419-5,770,507,507,506,20
538787-1,386,262,262,261,20
500186-7015,801,509,509,503,20
553425-11,790,462,462,460,20
500178-6096,1151,806,806,800,20
551058-29017,792,542,542,539,20
554961-19,597,373,373,373,20
573124-1,464,290,288,286,20
546003-3018,331,204,204,201,20
555126-2001,1068,681,680,678,20
594938-1,440,231,230,227,20
585912-1,602,452,452,447,20
551295-21007,658,416,416,415,20
546135-11062,873,486,479,475,20
547361-14005,695,441,441,439,20
557153-5,1191,569,569,569,20
593371-1,629,438,438,435,20
574252-6,251,130,130,130,20
555088-75,1079,727,727,723,20
550973-23043,510,415,415,411,20
541877-1,799,467,467,465,20
539252-2,295,210,210,207,20
544426-5,80,47,47,46,20
500097-3046,886,651,651,646,20
550990-27013,546,421,421,420,20
500178-6008,899,687,687,678,20
500143-5057,537,297,297,296,20
500119-4035,483,337,337,336,20
500119-4018,532,339,339,337,20
500097-3029,922,640,640,633,20
585068-22,632,436,436,435,20
514055-6,883,491,491,489,20
533165-14,1198,814,814,812,20
544256-74,983,725,725,723,20
546003-3061,1778,1075,1075,1072,20
579301-1,175,113,113,109,20
581291-4,1105,678,678,674,20
599051-3,827,430,430,427,20
500097-3051,970,682,680,677,20
500224-10033,865,604,604,599,20
545970-1023,968,598,598,594,20
554537-18004,721,499,499,495,20
585068-3,797,525,525,523,20
547034-11028,905,568,568,565,20
580031-3,944,600,600,593,20
554961-9,626,351,351,351,20
538710-1,357,242,242,239,20
535672-1,584,388,388,387,20
531057-14,910,638,635,633,20
580848-1,1385,696,696,696,20
566195-2,53,31,31,31,20
544256-33,853,559,559,555,20
551406-7001,850,650,648,641,20
547158-42002,875,584,583,582,20
555088-12,731,375,375,375,20
547271-49003,973,748,745,743,20
577197-1,1051,698,698,691,20
580627-1,891,619,618,618,20
500224-10040,776,528,528,526,20
500178-6026,1086,917,917,913,20
542377-1,848,548,548,547,20
547107-12027,814,586,586,585,20
599344-7,981,591,591,590,20
570842-1,199,129,129,127,20
538051-1,1413,994,994,989,20
591181-6,1124,676,676,674,20
564567-2,829,533,533,533,20
500178-6073,709,481,481,481,20
599719-1,479,356,355,355,20
549240-15,1074,745,745,739,20
596787-1,593,403,403,399,20
550973-23033,596,314,312,310,20
564095-1,1309,654,654,651,20
581283-12,657,456,456,455,20
586722-6,1040,673,673,669,20
585068-11,741,524,523,522,20
552160-1,751,448,448,442,20
544256-70,733,506,506,502,20
579874-1,1128,601,601,592,20
599701-4,1137,648,648,648,20
558435-1,1549,1061,1061,1048,20
542687-1,2115,1272,1271,1268,20
592005-21,1279,931,931,930,20
534951-7,1355,477,477,477,20
535419-44,708,452,452,450,20
551295-21008,807,491,491,491,20
569810-9,697,490,490,483,20
563510-24,831,580,580,576,20
568414-10,700,459,459,456,20
551287-14015,1241,820,820,816,20
560570-2,794,280,279,275,20
500208-8050,621,400,399,399,20
500224-10003,601,421,421,419,20
588768-2,947,579,579,575,20
598836-1,1566,1136,1128,1124,20
500119-4065,455,339,339,336,20
530204-1,625,437,437,430,20
539678-48002,1216,886,886,884,20
500119-4113,875,636,633,632,20
541656-3,862,611,610,608,20
585009-1,1426,972,972,969,20
584045-2,1388,948,948,946,20
580538-3,1270,899,898,891,20
511382-20,566,393,393,392,20
550647-1,1078,480,480,475,20
565571-1,344,225,225,225,20
500186-7014,735,475,475,474,20
547298-27002,1394,979,979,974,20
506753-4,448,301,301,299,20
532355-1,327,226,226,225,20
554481-12,725,370,370,370,20
539139-3,1038,813,813,806,20
556904-67,1265,865,865,860,20
500224-10072,716,422,421,416,20
586358-2,1171,684,684,679,20
531952-1,340,216,215,215,20
540471-2,1012,597,596,590,20
523704-15,555,371,371,370,20
511382-1,994,611,611,608,20
547107-12037,816,572,580,580,20
554243-17001,1070,751,751,749,20
550787-22,901,527,527,525,20
585068-46,972,610,610,608,20
535419-43,522,348,348,347,20
556904-55,1127,640,640,639,20
533416-3,892,609,609,608,20
551066-4002,944,543,543,541,20
550973-23008,527,318,318,317,20
500224-10023,775,471,471,469,20
575534-1,467,315,315,313,20
579858-9,1651,1080,1080,1056,20
529451-4,360,258,258,258,20
577928-1,1236,898,898,896,20
547174-17018,889,653,653,652,20
544426-7,50,34,34,32,20
541991-1,849,596,596,592,20
551198-3012,917,644,642,639,20
556904-65,662,520,520,513,20
501646-1,1672,1088,1088,1083,20
551961-2,99,59,59,59,20
539678-48001,1307,956,956,951,20
550990-27002,574,372,372,371,21
500097-3040,1040,667,667,664,21
500208-8094,1159,821,821,816,21
551031-20031,695,395,395,387,21
548821-1,160,97,97,96,21
500097-3023,1137,789,789,780,21
542164-1,1301,928,927,921,21
556904-47,848,571,571,568,21
500097-3044,823,558,558,554,21
538493-3,420,331,331,330,21
535427-4,476,292,292,291,21
598003-2,1043,566,566,564,21
525804-1,571,332,332,330,21
547361-14027,1125,852,852,846,21
539899-57004,374,286,286,286,21
539252-3,285,208,208,206,21
575721-1,482,293,293,291,21
532827-1,460,297,297,297,21
556904-68,978,629,629,627,21
551066-4001,864,533,533,531,21
535672-9,265,169,169,165,21
544299-3,590,415,415,414,21
547034-11037,890,632,632,623,21
563099-1,1888,584,584,574,21
580112-1,985,739,738,731,21
556904-20,965,690,689,681,21
585017-2,1181,838,838,829,21
579203-17,648,394,394,385,21
537004-10,806,489,489,488,21
544256-71,792,567,567,565,21
584649-1,989,605,605,601,21
547361-14026,1022,715,715,713,21
576808-1,1492,950,950,941,21
531057-4,1024,774,774,772,21
530115-2,197,138,138,137,21
999997-23,344,309,309,309,21
586358-1,1188,691,688,685,21
586722-2,1323,589,589,588,21
545970-1003,839,634,634,632,21
554430-7001,1377,927,926,912,21
500224-10078,701,456,456,456,21
500208-8033,517,263,263,260,21
556904-42,1548,1071,1070,1060,21
585939-3,940,629,629,626,21
574279-3,845,615,614,611,21
547034-11022,916,580,580,578,21
500178-6044,594,439,439,434,21
532053-1,1094,728,728,723,21
599735-1,864,616,616,611,21
585068-50,685,481,480,476,21
550973-23028,689,422,422,420,21
525804-3,115,74,74,74,21
565563-1,242,154,154,151,21
500089-2018,776,538,538,533,21
566985-9,905,448,448,446,21
500119-4030,650,456,456,452,21
510939-1,1436,946,945,942,21
999997-51,101,86,86,86,21
569810-62,978,727,725,725,21
544256-21,800,490,490,485,21
500119-4032,615,409,409,407,21
586714-1,1194,701,701,695,21
544256-6,775,511,511,511,21
536938-1,546,337,336,336,21
585068-10,816,576,576,573,21
581330-1,532,405,405,402,21
547158-42001,880,627,626,622,21
555321-36,1259,878,875,873,21
551228-12001,1019,777,776,770,21
580031-6,851,574,574,574,21
500224-10011,669,415,415,415,21
538094-9,1147,778,777,772,21
999997-22,27,23,23,23,21
500216-9005,899,563,563,562,21
500186-7016,923,672,672,671,21
586021-20,605,370,370,366,21
547310-26003,1448,997,997,991,21
999997-4,31,25,24,24,21
535044-2,314,165,165,165,21
500259-1,1634,1065,1065,1063,21
547107-12006,1106,819,819,812,21
538299-2,1679,1169,1169,1165,21
572659-13,360,258,258,256,21
596230-7,819,505,505,505,21
532053-8,817,468,468,468,21
544396-1,1198,760,760,758,21
999997-86,178,64,64,64,21
500224-10068,1268,817,817,817,21
580481-3,1025,684,684,679,21
557587-1,1368,807,804,801,21
546135-11061,805,505,505,504,21
585017-1,1343,884,884,881,21
999997-66,23,16,16,16,21
533955-19,857,571,569,566,21
515191-1,607,331,331,326,21
500178-6087,634,459,458,456,21
562882-4,1147,716,716,706,21
500178-6006,603,462,461,460,21
500089-2011,691,484,484,483,21
530883-7,893,589,589,588,21
500119-4080,1047,707,707,698,21
540862-3,785,482,482,480,21
583251-3,1063,659,658,649,21
999997-34,214,173,173,173,21
540013-3,740,347,347,345,21
586021-17,637,394,393,389,21
536351-1,319,245,245,244,21
545601-2,670,274,274,271,21
544256-66,708,419,419,417,21
500119-4114,713,475,475,474,21
575399-2,1104,734,734,725,21
532223-1,1268,870,870,867,21
555657-1,1252,593,592,592,21
500224-10074,587,341,340,336,21
557145-1,350,253,253,252,21
551236-16001,929,650,649,643,21
593222-1,638,411,410,410,21
577626-7,910,651,651,649,21
557781-1,830,545,545,543,21
579858-1,841,543,543,536,21
554723-13001,1179,822,821,814,21
538736-47001,1632,1244,1243,1237,21
500216-9003,2702,1789,1786,1769,21
542750-1,1760,1076,1076,1071,21
555380-6,523,298,298,297,21
572926-3,1209,815,815,812,21
568830-1,1435,1016,1016,1012,21
538680-1,1153,837,837,828,21
550973-23007,586,354,354,353,21
500224-10069,715,516,515,510,21
529486-1,814,549,549,547,21
567515-1,1017,297,296,296,21
547107-12049,760,518,518,517,21
562335-38,488,324,324,322,21
556432-1,1244,766,766,764,21
500178-6021,650,473,473,473,21
565938-1,201,156,156,155,21
545970-1005,2679,628,628,622,21
598798-1,1358,950,949,946,21
500224-10097,672,467,467,466,21
547310-26002,1310,808,804,801,21
577553-1,1129,855,853,850,21
587478-2,1198,774,774,770,21
564991-1,540,402,402,400,21
544256-84,913,623,623,622,21
551074-8001,932,630,629,626,21
545317-1,284,183,183,181,21
500089-2005,637,457,457,451,21
500216-9029,1010,635,635,632,21
500143-5051,690,510,509,507,21
535044-1,446,223,223,223,21
570672-1,1403,994,994,991,21
577081-1,1749,1372,1372,1361,21
529303-16,495,320,320,320,21
539627-7,911,691,691,689,21
500178-6101,649,505,505,503,21
598321-2,1276,857,857,847,21
500208-8072,508,371,370,366,21
585211-1,1188,799,797,794,21
500119-4064,824,591,591,587,21
539864-56003,709,521,521,518,21
598321-3,684,469,469,467,21
547107-12041,741,521,520,520,21
556904-46,995,598,598,593,21
539911-5,663,445,445,440,21
587478-1,1039,726,726,726,21
550973-23059,758,499,499,497,21
569011-2,57,51,51,51,21
523704-18,697,406,406,401,21
500119-4031,546,391,391,388,21
544388-1,986,589,589,589,21
568759-2,971,693,693,692,21
500089-2013,528,395,395,392,21
551252-15002,1089,709,709,703,21
529451-9,370,241,241,239,21
500143-5074,1089,781,781,777,21
500178-6031,676,530,530,530,21
539007-55001,1502,1041,1040,1037,21
562335-35,851,465,465,463,21
563099-3,975,670,670,665,21
553719-1,547,381,381,380,21
500208-8058,881,598,598,594,21
544973-1,924,697,697,694,21
539597-1,2805,1959,1957,1944,21
500089-2043,619,423,423,419,21
539732-3,416,308,308,303,21
530883-1,913,614,614,614,21
598321-1,439,295,295,292,21
547107-12033,765,535,535,530,21
547042-37004,992,713,712,712,21
544256-16,739,452,452,451,21
550973-23062,726,431,431,427,21
541354-9,983,569,569,560,21
554481-1,1629,363,362,359,21
586528-3,614,391,391,387,21
551112-17003,925,607,605,605,21
584100-1,1295,859,859,855,21
500208-8063,582,433,432,427,21
500119-4023,792,502,502,500,21
562882-2,945,485,483,483,21
546003-3002,276,113,113,112,22
539732-1,950,628,628,628,22
538728-7,872,622,620,620,22
525804-2,410,252,252,250,22
544256-41,749,492,492,485,22
546208-4014,913,615,615,615,22
579858-3,1217,486,486,481,22
598798-2,1272,804,804,802,22
544256-51,1032,790,790,790,22
517607-1,1187,764,763,754,22
547344-19003,1099,862,861,856,22
500089-2031,611,363,363,360,22
579777-3,918,374,374,319,22
562335-4,864,479,479,473,22
530883-5,833,500,500,496,22
594211-1,623,396,396,394,22
539953-1,567,413,413,410,22
547107-12043,762,538,538,535,22
547034-11024,775,569,569,569,22
554481-16,1087,627,627,622,22
999997-40,72,27,27,27,22
583596-1,1311,953,952,946,22
500208-8064,950,702,702,701,22
551295-21002,1370,954,954,948,22
579394-1,414,251,251,248,22
539007-55002,1483,1173,1172,1168,22
500119-4077,1099,818,818,813,22
546003-3053,963,664,664,662,22
579505-1,349,323,323,320,22
547174-17010,1351,860,860,860,22
500054-1014,1280,855,854,851,22
999997-77,80,79,79,79,22
529567-1,500,375,375,373,22
571164-11,573,367,367,367,22
592617-1,1085,617,617,613,22
506711-1,1198,894,894,890,22
548111-2,784,504,504,496,22
574279-12,571,446,446,441,22
551031-20045,939,716,716,705,22
550973-23048,590,443,443,442,22
564095-5,908,498,498,494,22
500089-2034,708,505,505,503,22
999997-9,27,23,23,23,22
551007-13009,1179,801,801,792,22
577626-6,486,302,302,301,22
553212-1,37,29,29,28,22
999997-90,80,49,49,49,22
529923-1,100,62,62,62,22
500224-10015,1319,976,976,973,22
531618-1,1536,1076,1076,1072,22
579203-12,1113,716,712,683,22
585068-47,961,630,630,627,22
500208-8038,990,724,724,716,22
583774-1,738,534,534,532,22
539732-2,161,120,120,120,22
554774-8001,1262,929,929,928,22
544256-68,857,601,601,600,22
533165-2,1060,732,732,731,22
999997-13,178,160,160,160,22
548219-1,274,181,180,180,22
554961-37,725,447,446,444,22
539686-1,1019,690,690,688,22
579297-1,927,577,576,568,22
999997-60,27,21,21,21,22
580121-3,981,708,708,707,22
563340-1,1158,716,716,713,22
547344-19005,161,117,117,117,22
547034-11062,1086,778,777,777,22
547344-19002,810,573,573,570,22
547336-7,987,577,577,572,22
551317-5002,896,618,617,613,22
582948-1,849,529,529,523,22
573922-9,816,524,520,516,22
595209-21,622,395,395,391,22
584100-2,1200,806,806,800,22
547107-12025,723,487,486,483,22
529303-5,716,461,458,453,22
599107-1,1059,673,673,668,22
500054-1006,1378,992,992,987,22
530808-1,157,83,83,83,22
550973-23049,516,305,305,303,22
523704-17,787,419,419,416,22
500208-8053,984,621,621,617,22
544256-73,542,400,400,396,22
582018-1,1507,1068,1068,1060,22
538728-6,824,607,607,606,22
586765-1,1223,686,686,682,22
592617-2,841,481,481,481,22
542326-1,584,357,357,355,22
554481-30,1031,560,560,558,22
536041-3,80,51,51,51,22
539210-2,560,400,400,397,22
999997-97,25,2,2,2,22
545066-1,1232,834,834,832,22
554588-14002,1258,880,880,875,22
550990-27012,559,414,413,411,22
538272-2,691,526,526,524,22
500208-8002,437,256,256,253,22
529621-1,1017,684,684,680,22
598143-3,1005,688,688,685,22
547042-37003,924,702,702,700,22
544795-2,649,516,516,515,22
592617-3,987,611,611,610,22
538931-22001,1062,727,727,724,22
563803-1,455,347,347,345,22
586021-10,788,484,484,481,22
579025-16,1811,514,513,504,22
599191-22,1025,628,627,624,22
591505-2,57,34,34,34,22
586323-1,1225,775,775,770,22
551031-20044,896,718,718,718,22
546003-3063,825,600,600,597,22
590266-27,1250,879,877,868,22
530816-1,1039,668,668,665,22
544795-1,828,613,613,613,22
550973-23019,547,340,340,336,22
540226-1,1072,646,645,642,22
577626-13,482,332,332,331,22
544256-7,671,453,453,452,22
545678-1,555,341,341,339,22
500208-8084,676,464,464,462,22
533955-12,641,427,427,425,22
586021-3,844,434,433,431,22
545911-8038,819,370,370,367,22
547107-12036,823,552,552,550,22
585068-32,829,584,584,578,22
537756-1,1311,730,730,725,22
500143-5070,1027,720,720,720,22
575135-1,185,111,111,111,22
531472-1,912,558,557,554,22
551317-5001,918,652,649,643,22
554669-2004,802,580,580,578,22
500119-4087,676,439,439,438,22
547344-19004,1215,812,812,808,22
583952-1,1390,912,912,909,22
529991-1,316,221,221,220,22
584231-1,1303,857,856,852,22
500119-4013,643,473,473,469,22
551091-22004,735,503,503,500,22
547034-11060,1041,753,753,751,22
538264-1,667,456,455,452,22
500208-8091,1316,940,940,936,22
554481-7,884,461,460,458,22
586099-1,997,662,662,656,22
585068-66,803,560,560,559,22
500020-2,698,415,415,414,22
539601-16003,644,422,422,418,22
500178-6090,612,437,436,433,22
550973-23056,589,412,412,412,22
544485-3,1243,897,896,889,22
