OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
581771-1,94,85,85,84,5
541354-15,162,94,94,94,5
532053-36,717,367,367,367,5
591181-11,114,86,86,85,5
577731-15,600,367,367,366,5
511382-22,155,98,98,98,5
544337-2,184,95,94,93,5
561894-1,482,302,302,299,5
567892-1026,766,553,553,551,5
588245-1,49,31,31,31,5
522775-1,193,123,123,123,5
551627-2,53,36,36,36,5
597791-1,494,248,248,247,5
583499-1,265,185,185,185,5
596957-3,189,144,144,144,5
546810-1,124,79,77,77,5
599069-2,237,106,106,106,5
500496-28,569,336,336,334,5
589624-5,113,72,72,71,5
566977-3,74,49,49,49,5
541656-11,802,547,544,543,5
596809-1,107,84,84,83,5
574635-1,213,143,143,142,5
590177-1,238,167,167,166,5
550973-23021,649,366,366,366,5
592005-13,725,421,421,417,5
550990-27011,536,407,407,398,5
541346-1,340,200,200,200,5
544302-7,103,77,77,77,5
545911-8046,477,236,236,235,5
500143-5015,524,365,365,360,5
542156-1,182,122,122,120,5
567299-1,180,119,119,119,5
571971-1,113,71,71,71,5
540820-1,354,260,260,260,5
573477-1,248,180,180,179,5
547280-7,226,150,150,149,5
547221-2,116,81,81,81,5
567451-9,692,173,173,173,5
597520-4,601,348,347,343,5
558125-7,54,46,46,46,5
567272-1,575,293,293,293,5
552704-3,710,422,422,421,5
540757-4,54,30,30,30,5
545830-1,1006,343,343,340,5
599565-21,543,382,381,379,5
571679-1,83,61,61,60,5
575046-1,168,109,109,108,5
595977-1,160,104,104,104,5
552861-1,100,52,52,52,5
557005-2,114,75,75,75,5
545104-1,447,288,288,288,5
587397-1,188,113,113,112,5
568911-1,213,131,131,129,5
548146-1,134,100,100,100,5
541486-1,125,68,68,67,5
581631-1,225,163,163,163,5
598917-31,787,124,124,122,5
541982-1,571,314,314,308,5
551490-1,181,141,141,141,5
565709-9,98,61,61,61,5
550787-4,193,111,111,111,5
514161-1,81,41,41,41,5
501298-3013,658,413,413,411,5
598810-21,472,186,186,186,5
559725-4,201,124,124,124,5
535524-1,133,81,81,81,5
585513-5,1074,527,527,523,5
534633-4,1095,608,608,607,5
551520-1,244,125,125,123,5
562327-1,236,174,174,173,5
565628-1,228,167,167,167,5
599247-7,533,328,327,325,5
564117-5,285,158,158,156,5
570478-2,83,49,49,49,5
534536-1,63,47,47,46,5
545031-1,111,76,76,76,5
588521-3,72,54,54,54,5
576069-5,497,328,328,328,5
531057-17,512,305,305,302,5
565865-1,259,166,166,166,5
540471-12,127,72,72,72,5
500496-4,755,466,466,463,5
533297-2,75,44,44,44,5
568953-1,174,129,129,129,5
569810-32,802,589,589,584,5
597180-13,538,311,311,308,5
546003-3043,145,73,73,73,5
554871-1,415,295,295,290,5
531308-1,155,110,110,110,5
571776-4,191,128,128,126,5
547336-12,499,297,297,296,5
531413-1,101,75,75,75,5
586846-8,704,416,416,412,5
550728-2,99,70,70,70,5
531871-1,178,135,135,135,5
550094-5,781,497,497,491,5
595411-9,62,45,45,44,5
551139-1,275,181,181,181,5
548596-1,50,39,39,39,5
594989-1,163,94,94,93,5
554642-5,881,158,157,157,5
592749-2,888,576,576,575,5
554031-1,153,122,122,121,5
592889-3,608,341,341,340,5
574911-4,148,104,104,103,5
568538-1,325,218,218,215,5
547492-21,282,202,202,201,5
563099-9,426,288,288,285,5
563579-1,282,196,196,196,5
557587-6,87,61,61,60,5
573094-7,255,176,176,174,5
552453-1,90,59,59,58,5
553786-1,944,431,431,424,5
546135-11088,811,431,431,430,5
599999-1,473,318,318,312,5
561827-1,191,129,129,129,5
586366-1,136,104,104,104,5
556904-3,692,314,313,312,5
599425-1,150,91,91,91,5
562301-1,162,119,118,117,5
593184-1,96,65,65,63,5
537276-1,429,284,284,282,5
539759-2,186,134,134,133,5
589705-1,225,121,121,121,5
582727-1,168,120,120,120,5
551198-3009,665,383,383,383,5
544841-4,321,223,223,222,5
566802-1,141,82,82,82,5
546101-1,420,243,243,243,5
561428-1,162,86,85,83,5
570320-1,553,350,350,349,5
531553-1,246,171,171,171,5
552470-2,88,66,66,66,5
551937-1,106,63,63,63,5
548995-1,123,87,87,86,5
558770-2,49,31,31,31,5
529702-1,95,72,72,72,5
565954-1,296,191,191,190,5
599476-1,134,88,88,88,5
567256-19,747,445,445,441,5
541010-1,186,138,138,137,5
596973-7,125,86,86,86,5
578134-1,755,442,442,442,5
599590-1,161,95,95,95,5
541192-1,138,97,97,97,5
574261-1,434,285,285,285,5
588377-1,300,194,194,194,5
561134-3,896,496,496,493,5
598933-12,789,427,427,424,5
542539-1,176,118,117,117,5
566748-1,52,41,41,41,5
530930-1,119,67,67,67,5
586625-3,623,424,424,421,5
569143-1,359,213,213,212,5
570885-1,399,274,274,274,5
568104-4,89,51,51,51,5
545881-6,425,273,273,270,5
555321-9,475,326,326,325,5
545911-8033,739,347,347,344,5
579203-16,323,199,199,193,5
514527-1,48,30,30,30,5
511382-23,180,119,119,119,5
545929-1,335,200,200,198,5
596647-2,77,53,53,53,5
570141-1,281,207,207,207,5
507717-1,356,231,231,231,5
596957-1,79,65,65,64,5
555771-3,989,646,646,644,5
574228-1,421,265,265,265,5
561355-1,71,50,50,50,5
574121-3,698,176,176,175,5
572632-1,139,97,97,95,5
580015-7,83,58,58,57,5
555321-5,649,276,276,276,5
554499-6,816,314,314,311,5
545058-19,673,434,434,433,5
557102-1,320,226,226,226,5
565971-20,100,67,67,66,5
587346-4,231,139,139,138,5
569691-2,78,60,60,60,5
523704-27,749,448,448,448,5
598500-1,104,61,61,59,5
506451-2,80,55,55,55,5
529486-4,67,52,52,52,5
588458-10,345,229,229,229,5
580066-1,143,105,105,103,5
517445-1,148,104,102,101,5
547638-1,248,181,181,181,5
576654-1,274,214,214,214,5
598917-35,665,351,351,349,5
591980-1,195,129,129,129,5
591190-1,473,302,302,301,5
509752-1,83,65,64,63,5
548235-1,84,51,51,51,5
583952-6,281,198,198,198,5
548618-1,80,61,61,61,5
592234-1,377,259,259,258,5
567141-2,53,33,33,33,5
581852-1,124,96,96,95,5
551732-1,442,263,263,260,5
595519-1,125,89,89,89,5
547824-1,99,64,64,63,5
547000-1,524,338,338,338,5
544256-37,708,461,461,459,5
561860-1,511,319,319,315,5
576859-5,302,213,213,211,5
588491-5,741,463,463,458,5
588563-1,240,155,155,155,5
572551-3,98,69,69,69,5
529303-3,543,359,359,359,5
531405-1,149,93,93,93,5
562335-5,580,305,305,302,5
573965-2,519,317,317,316,5
563960-4,83,52,52,52,5
566985-14,765,413,413,410,5
564168-1,380,228,228,228,5
534714-2,68,45,44,44,5
587711-6,168,117,117,117,5
544248-3,44,31,31,31,5
555835-2,52,42,42,42,5
513695-1,110,78,78,77,5
544639-5,119,89,89,88,5
546224-15048,571,350,350,349,5
552933-1,310,232,232,232,5
550051-1,303,211,211,210,5
546208-4016,567,337,337,336,5
598411-1,398,261,261,260,5
550442-1,374,210,210,209,5
510645-1,74,58,58,58,5
598810-9,1013,456,456,454,5
558591-2,78,63,63,63,5
564931-1,129,95,95,94,5
589616-1,236,162,162,162,5
580830-1,58,40,40,40,5
534145-1,182,125,125,125,5
553131-9,147,100,100,99,5
545953-1,259,189,189,187,5
546763-1,79,59,59,59,5
598143-7,411,279,279,279,5
564567-30,71,26,26,26,5
541923-1,156,98,98,98,5
573574-1,131,71,71,70,5
559300-8,683,360,360,358,5
552984-1,48,42,42,42,5
573230-1,267,168,168,167,5
576450-3,102,47,47,47,5
553425-12,152,107,106,106,5
545392-15,533,321,321,318,5
574481-2,260,192,192,192,5
563510-36,677,453,453,451,5
555321-33,606,370,370,368,5
501298-3016,637,397,397,397,5
568864-2,326,194,194,193,5
546135-11034,858,411,411,408,5
565385-1,74,59,59,59,5
582476-2,148,114,114,113,5
561525-1,118,84,84,84,5
550248-1,272,166,166,166,5
533742-1,162,116,116,115,5
597678-1,457,206,205,203,5
587150-1,127,102,102,102,5
558974-1,192,94,94,94,5
535419-22,615,201,201,199,5
553654-6,99,66,66,66,5
587818-1,279,214,214,212,5
541427-2,49,44,44,44,5
505587-16,201,116,116,114,5
592439-2,911,604,602,602,5
597783-3,804,426,426,424,5
591726-1,220,136,136,134,5
597775-1,129,75,75,73,5
570249-2,68,62,62,60,5
534528-1,419,264,264,264,5
535788-1,324,231,231,231,5
532339-1,411,199,199,199,5
532053-35,736,425,425,422,5
558991-1,108,75,75,75,5
546020-1,165,91,91,91,5
564133-1,518,254,253,250,5
567451-14,590,253,253,253,5
559725-5,196,126,126,126,5
567264-1,744,456,456,455,5
531511-1,406,240,240,240,5
532096-1,73,54,54,54,5
569691-3,86,62,62,62,5
545341-1,773,493,492,490,5
551970-1,701,384,380,378,5
541532-1,202,90,90,90,5
596230-10,206,166,166,166,5
541281-2,448,323,323,323,5
569607-1,125,74,74,74,5
590592-1,304,210,210,207,5
529893-1,83,61,61,61,5
574716-1013,718,463,462,462,5
576051-2,113,77,77,77,5
557153-2,321,233,233,231,5
540609-4,67,37,37,37,5
595209-25,205,138,138,138,5
559431-1,429,280,280,275,5
571407-1,161,125,125,123,5
544906-1,252,186,186,186,5
594482-3,570,392,391,387,5
536075-1,139,80,80,80,5
578045-1,259,178,178,176,5
539180-1,248,200,200,199,5
560332-1,230,110,109,109,5
539694-13041,470,352,352,348,5
598402-1,350,236,236,235,5
500143-5012,545,385,385,385,5
546917-1,425,231,231,231,5
555100-6005,295,216,216,215,5
566250-1,99,59,59,58,5
581143-2,93,76,76,76,5
548111-5,188,115,115,114,5
568759-9,65,54,54,54,5
530824-1,187,133,133,131,5
571539-5,58,43,43,43,5
578053-1,91,76,76,76,5
560561-1,179,51,51,51,5
562505-1,636,384,384,382,5
563811-4,407,191,191,191,5
511382-27,613,222,221,220,5
547492-9,766,458,458,458,5
500496-60,680,410,409,408,5
567442-29,665,440,440,440,5
533408-2,167,108,108,108,5
517224-1,225,136,136,136,5
503622-4,82,54,54,54,5
549126-1,95,65,65,65,5
552852-1,69,51,51,51,5
574457-1,223,169,169,168,5
558362-8,50,36,36,36,5
562858-2,1003,305,305,305,5
500178-6054,636,331,331,328,5
563404-2,701,290,290,286,5
536792-1,68,46,46,46,5
533343-1,399,247,247,247,5
570991-1,102,79,79,78,5
549282-1,206,131,131,131,5
554499-10,638,350,350,350,5
559202-2,85,49,48,47,5
507580-2,1120,598,598,595,5
534676-9,715,422,422,420,5
593630-1,263,181,181,180,5
537799-1,161,116,116,115,5
589489-1,378,213,213,212,5
551953-4,253,150,150,149,5
587681-1,352,233,233,231,5
598828-1,119,74,74,73,5
531383-1,71,48,48,47,5
581780-1,301,225,225,224,5
561215-5,791,462,462,458,5
553123-1,309,198,197,196,5
562734-1,104,68,68,68,5
586226-1,590,383,383,382,5
582883-1,539,365,365,363,5
577570-1,163,130,130,130,5
576361-7,347,224,224,224,5
566977-1,137,90,90,90,5
547719-3,44,35,35,35,5
559105-1,196,114,113,112,5
572683-1,166,110,110,110,5
533815-1,192,132,132,132,5
591181-10,94,68,68,68,5
555088-42,678,382,382,381,5
556041-3,133,79,79,79,5
571083-1,145,99,99,99,5
559075-1,565,316,316,315,5
546224-15017,471,296,296,294,5
540129-3,157,115,115,115,5
596493-3,113,83,83,83,5
579874-4,177,109,109,109,5
566641-1,155,96,96,95,5
586943-4,73,57,57,56,5
572551-1,292,216,216,214,5
558052-4,47,31,31,31,5
598003-35,599,245,245,243,5
592714-1,194,136,136,136,5
562289-1,79,59,59,58,5
570095-1,187,131,131,131,5
567892-1038,398,280,280,279,5
598917-45,712,297,297,296,5
577375-1,262,175,175,175,5
502081-2018,821,323,323,318,5
590444-1,230,171,171,171,5
595845-1,75,62,62,62,5
548600-1,192,128,128,128,5
538027-1,143,95,95,94,5
549738-1,305,211,211,210,5
558915-2,324,209,209,209,5
563102-2,1246,445,445,445,5
554103-1,167,118,118,118,5
547484-1,158,127,127,127,5
548588-1,175,123,123,123,5
573426-1,149,67,67,67,5
544256-3,767,513,513,507,5
551759-1,216,139,139,139,5
559717-2,702,412,412,411,5
598003-49,649,363,363,362,5
500208-8012,386,245,245,243,5
529303-6,526,347,347,346,5
533734-2,79,38,38,38,5
595250-1,267,194,194,194,5
594521-1,73,48,48,47,5
565814-6,115,65,65,65,5
547361-14023,873,646,645,640,5
556904-76,107,93,93,93,5
555797-2,92,64,64,64,5
597945-1,350,197,197,193,5
561380-1,2460,486,486,484,5
531677-1,113,69,69,69,5
574121-7,448,253,253,253,5
530841-9,290,218,218,216,5
546135-11032,842,461,461,460,5
535231-1,139,104,104,103,5
565342-2,117,85,85,85,5
571873-1,254,168,168,166,5
557382-1,290,191,191,191,5
532053-51,320,183,183,182,5
535087-2,274,171,171,171,5
598810-17,2082,568,568,565,5
513067-2,200,148,148,148,5
552224-1,99,75,75,74,5
588636-1,214,152,152,152,5
538663-1,144,79,79,77,5
567256-16,757,387,387,383,5
530875-1,125,78,78,78,5
562122-1,159,99,99,99,5
599069-15,1661,391,391,387,5
548481-1,44,33,33,33,5
546691-1,144,76,76,75,5
560375-1,245,136,136,135,5
582221-1,228,158,158,158,5
587460-1,105,60,60,60,5
597350-2,805,393,392,390,5
545988-2022,546,396,396,395,5
536326-10,146,113,113,111,5
565580-1,156,94,94,94,5
546160-1,180,126,126,125,5
545058-6,199,149,149,149,5
588601-3,166,106,106,104,5
548570-1,100,73,73,72,5
570966-1,215,158,158,158,5
588270-1,97,72,72,72,5
534803-1,308,179,179,179,5
534013-1,195,122,122,122,5
542512-1,400,246,245,244,5
544663-3,194,135,135,135,5
565377-1,72,53,53,53,5
561274-1,45,33,33,33,5
539538-1,92,50,50,50,5
539937-1,187,105,105,104,5
564567-10,459,335,335,334,5
570214-1,270,197,197,193,5
553131-1,823,427,427,425,5
593494-2,44,30,30,29,5
556718-5,80,43,43,43,5
580538-6,119,88,88,85,5
576506-1,214,154,154,153,5
570222-1,162,106,106,105,5
545449-1,423,211,211,211,5
566128-1,153,83,83,83,5
537829-1,67,59,59,59,5
567027-9,865,301,301,301,5
565709-12,168,86,86,86,5
553425-3,634,393,393,390,5
539333-6,256,163,163,163,5
574988-9,192,123,123,123,5
541494-1,202,110,110,110,5
598003-42,543,314,314,312,5
592048-6,110,89,89,89,5
550787-17,36,25,25,24,5
549771-8,179,114,114,114,5
546658-1,130,92,92,92,5
546275-1,114,82,82,82,5
552046-37,298,201,201,200,5
578525-1,80,72,66,66,5
566675-1,157,74,74,74,5
586846-30,774,498,498,497,5
551341-1,226,170,170,170,5
567442-2,786,454,454,451,5
544779-3,248,157,156,156,5
553930-1,97,61,61,61,5
580481-8,117,73,73,72,5
553042-1,127,82,82,81,5
597414-1,358,166,166,166,5
599948-1,605,319,319,318,5
578118-1,111,80,80,80,5
548979-1,83,56,56,56,5
586021-23,755,415,415,414,5
533319-1,79,60,60,59,5
581216-1,188,119,119,119,5
567639-1,642,340,340,335,5
594458-3,577,383,383,380,5
550850-8,58,43,43,42,5
546046-19021,587,317,317,315,5
598917-1,2646,574,574,574,5
569372-1,151,63,63,63,5
572446-1,395,224,224,224,5
559661-3,316,197,197,197,5
590789-5,74,50,50,50,5
532819-22,52,37,37,37,5
591947-1,114,82,82,82,5
546135-11012,698,442,442,442,5
530174-1,148,95,95,95,5
546526-1,258,189,189,187,5
560171-1,36,31,31,31,5
545970-1025,477,278,278,277,5
593711-2,507,307,307,307,5
533653-1,383,265,265,265,5
573248-12,113,72,72,72,5
548669-1,219,141,141,140,5
536164-1,152,94,94,93,5
564095-9,175,93,93,92,5
547191-1,202,157,157,157,5
533220-1,566,340,340,339,5
537683-6,741,504,504,501,5
535516-1,380,255,255,250,5
589349-1,327,220,220,219,5
573558-1,64,38,38,38,5
545023-2,319,165,165,162,5
566586-2,79,53,53,53,5
546224-15072,722,476,476,474,5
553000-1,261,153,153,152,5
588105-1,33,29,29,29,5
565288-1,99,80,80,80,5
553026-1,370,255,255,255,5
530433-1,302,187,187,187,5
559351-4,162,88,88,88,5
545694-1,194,87,87,87,5
599051-8,738,418,418,413,5
553255-1,206,144,144,143,5
538132-5,978,609,609,605,5
559121-1,139,60,60,60,5
507423-2,261,191,191,191,5
547247-1,228,147,147,145,6
534455-1,187,124,124,124,6
506451-1,432,282,282,281,6
562033-1,85,64,64,63,6
540200-1,84,59,59,58,6
537543-1,103,74,74,74,6
586579-1,305,172,172,171,6
597180-4,711,422,422,420,6
552372-2,188,98,98,97,6
534137-2,53,36,36,36,6
548456-4,52,47,47,46,6
573914-1,267,157,157,156,6
573329-2,52,45,45,45,6
578631-1,270,204,204,204,6
575640-4,95,66,66,66,6
574741-1,247,170,170,170,6
558494-1,275,143,143,143,6
597520-22,598,371,371,370,6
513750-15,123,78,78,78,6
576981-2,265,204,204,203,6
545937-1,183,137,137,136,6
566021-2,133,85,85,85,6
562971-40,895,356,356,356,6
541371-1,281,219,219,217,6
537110-2,126,79,79,79,6
545015-3,71,53,53,53,6
588393-10,255,143,143,141,6
549576-7,798,488,488,456,6
587125-1,150,107,107,107,6
569569-6,190,134,134,133,6
582115-1,253,175,175,175,6
559920-1,156,88,88,86,6
500861-4,152,83,83,83,6
539619-1,113,75,75,73,6
563374-1,104,57,57,57,6
599905-5,185,143,143,143,6
545287-3,101,74,74,74,6
555088-14,428,237,237,237,6
589829-2,132,80,80,80,6
550728-5,156,112,112,112,6
562335-41,228,115,115,115,6
567256-21,622,320,320,320,6
583651-1,258,196,196,196,6
590177-2,259,165,165,164,6
569224-1,284,199,199,198,6
533181-4,70,51,51,51,6
572560-1,258,161,161,160,6
551481-1,148,104,104,104,6
595471-1,192,146,146,145,6
533955-4,431,271,271,267,6
567647-1,521,292,292,289,6
546348-1,208,139,139,138,6
567451-4,579,292,292,290,6
552836-1,191,112,112,111,6
580562-1,138,94,94,94,6
556335-3,78,54,54,54,6
555428-5,781,446,446,443,6
500208-8029,242,149,149,145,6
546101-2,169,103,103,103,6
501298-3018,841,357,357,355,6
565083-4,255,138,138,136,6
579891-9,552,395,394,393,6
576654-2,129,99,99,96,6
547280-6,252,168,168,167,6
598003-9,530,329,329,329,6
514497-1,270,179,179,178,6
557781-3,96,46,46,46,6
548863-1,215,165,165,164,6
598275-1,257,190,190,189,6
593290-1,119,70,70,70,6
592803-1,458,333,333,332,6
537284-1,529,352,350,350,6
561193-1,203,124,124,124,6
536598-1,192,134,134,134,6
585858-2,830,532,532,531,6
542911-1,1013,605,605,603,6
570541-1,129,78,78,77,6
500143-5030,521,342,341,338,6
546089-3,451,182,182,181,6
589128-1,269,165,165,164,6
554359-1,431,268,267,266,6
548073-1,53,45,45,45,6
541231-8,185,137,137,137,6
557005-1,230,150,150,149,6
598917-50,667,336,336,336,6
598810-29,264,170,170,168,6
573744-1,145,91,91,91,6
539694-13029,1061,748,748,744,6
559750-1,265,190,190,189,6
556904-75,368,225,224,224,6
560715-4,757,439,439,439,6
533751-1,389,263,263,261,6
592340-1,177,101,101,101,6
578347-2,689,460,460,460,6
573507-3,174,121,121,119,6
550272-1,514,326,326,322,6
533017-4,320,230,230,229,6
567027-10,668,180,180,179,6
580350-7,139,103,103,102,6
500496-54,360,227,227,226,6
590088-3,53,41,41,41,6
570150-1,172,119,119,117,6
500496-78,707,454,454,452,6
595209-12,654,402,402,399,6
549606-1,204,101,101,101,6
535419-39,125,98,98,98,6
547174-17015,909,602,601,598,6
540986-2,93,57,57,56,6
546135-11008,1112,589,589,585,6
574538-3,122,73,73,71,6
544248-1,540,350,350,348,6
571903-1,366,221,221,219,6
594369-1,377,207,207,205,6
546224-15005,560,326,325,325,6
596698-1,28,26,26,26,6
532231-1,30,24,24,24,6
536415-1,33,23,23,23,6
593711-4,611,371,371,366,6
544256-40,474,308,308,307,6
534510-2,285,192,192,190,6
549088-1,35,25,25,25,6
565695-1,567,364,364,363,6
500186-7034,1202,352,352,348,6
586021-15,685,389,389,387,6
571041-6,161,111,110,110,6
547476-1,265,201,201,199,6
545970-1035,672,401,401,397,6
547085-2,164,110,109,106,6
592731-8,921,514,514,514,6
555380-13,117,73,73,73,6
568899-1,186,123,123,123,6
588482-1,123,82,82,82,6
536474-1,87,58,58,58,6
505587-12,175,124,124,122,6
587486-1,496,359,359,359,6
599743-2,165,124,124,124,6
582778-1,62,50,50,50,6
569623-1,132,84,84,83,6
503444-13,177,105,105,105,6
500101-1,174,68,67,67,6
533041-4,145,89,89,89,6
560111-1,175,124,124,122,6
563757-2,412,276,276,274,6
560430-1,139,89,89,89,6
547387-15012,647,472,470,468,6
573990-6,167,108,108,108,6
547361-14015,740,477,477,475,6
534668-3,118,72,72,72,6
501298-3019,486,325,325,323,6
589250-17,794,469,469,469,6
562777-7,976,408,408,407,6
564567-18,554,331,331,330,6
568414-22,704,504,504,502,6
552704-2,743,445,445,440,6
552046-27,700,371,371,368,6
542555-1,109,71,71,71,6
597066-1,130,88,88,88,6
546755-1,67,40,40,40,6
546844-2,104,76,76,75,6
598429-1,360,239,239,237,6
562483-2,283,169,169,168,6
549207-1,133,81,81,81,6
587184-1,66,49,49,49,6
544728-1,493,323,323,321,6
534081-1,212,130,130,130,6
570702-1,133,88,88,88,6
535982-1,245,137,137,136,6
585459-4,240,156,156,156,6
594342-1,209,143,143,141,6
576026-2,113,73,73,71,6
595365-1,203,151,151,149,6
533815-2,123,81,81,81,6
544604-1,127,90,90,90,6
541061-1,174,80,80,80,6
546208-4008,694,448,447,443,6
558028-3,77,56,56,56,6
597180-6,675,368,367,364,6
582191-1,192,129,129,128,6
567256-11,206,81,81,81,6
591904-3,61,43,43,43,6
573515-1,254,168,168,168,6
592463-3,597,404,404,400,6
563871-2,1066,660,660,655,6
556904-59,782,436,436,435,6
563510-43,222,148,148,146,6
575500-13,133,89,89,88,6
581861-1,224,165,165,164,6
566730-1,55,42,42,42,6
549461-1,721,491,491,489,6
523917-2,543,295,295,295,6
590134-1,359,198,198,196,6
572411-4,223,133,133,132,6
550582-1,124,72,72,71,6
545571-3,258,166,166,165,6
536890-1,105,73,73,73,6
535575-1,81,68,68,68,6
553450-3,126,78,78,78,6
567442-20,839,253,253,253,6
571164-28,162,119,119,117,6
533718-3,197,136,136,135,6
537641-3,656,456,456,455,6
569810-24,337,253,253,253,6
579483-1,158,107,107,106,6
513148-1,132,85,85,85,6
578932-1,752,428,428,423,6
553115-1,170,96,96,96,6
546135-11044,840,437,436,436,6
585190-1,332,232,232,232,6
568422-1,901,553,553,553,6
599069-28,1082,459,459,456,6
561291-1,184,99,99,98,6
549240-4,638,371,371,370,6
532070-1,135,110,110,109,6
589748-2,105,84,84,83,6
585751-3,664,428,428,427,6
588253-1,345,260,260,260,6
545881-1,475,285,285,285,6
582395-1,372,232,232,230,6
583120-9,437,265,265,262,6
598933-11,1643,489,489,488,6
553298-1,255,173,173,172,6
537683-9,918,646,644,643,6
596370-1,240,164,164,164,6
551031-20005,655,385,384,381,6
575640-6,48,30,30,29,6
598917-59,692,313,313,313,6
586846-6,595,398,398,394,6
546224-15016,457,301,301,298,6
561461-1,31,25,25,25,6
536270-2,87,57,57,57,6
540129-5,64,53,53,52,6
546003-3032,392,255,255,254,6
537861-1,426,257,257,256,6
567027-31,890,429,429,427,6
576956-1,394,220,220,220,6
573868-22,300,215,215,214,6
583880-1,444,281,281,277,6
553638-1,142,74,74,74,6
594270-1,422,268,268,267,6
570117-1,30,18,18,18,6
534536-3,64,33,33,33,6
574015-1,347,244,244,243,6
545058-26,614,386,385,383,6
548103-1,216,144,144,142,6
546127-12,234,118,116,116,6
556254-8,68,55,55,55,6
553841-1,306,195,195,195,6
546046-19025,585,182,182,182,6
552968-1,126,99,99,99,6
574279-10,596,417,417,413,6
547999-14,300,200,200,199,6
545562-6,833,554,553,552,6
595870-1,99,74,74,73,6
550621-3,119,81,81,81,6
529486-5,83,60,60,60,6
562831-1,68,45,45,45,6
568015-4,215,122,122,120,6
545767-1,285,183,183,182,6
545813-1,196,100,100,98,6
599468-3,171,99,99,99,6
571059-2,47,39,39,39,6
576883-4,492,301,301,300,6
561479-2,335,193,193,192,6
587338-1,133,96,96,94,6
586307-7,782,494,492,488,6
534994-1,155,102,102,102,6
568091-1,341,192,192,192,6
500143-5016,505,256,256,253,6
576778-2,155,123,123,123,6
532134-1,103,71,71,71,6
535303-2,72,52,52,52,6
558249-7,203,120,120,120,6
588661-1,317,199,199,197,6
562866-1,117,70,70,69,6
553336-1,313,217,217,216,6
580015-1,161,95,95,94,6
547760-3,41,33,33,32,6
538213-20006,1313,705,704,703,6
534846-1,434,269,269,269,6
545970-1040,528,312,312,310,6
578347-14,192,133,133,133,6
568287-1,106,67,67,67,6
590266-38,184,130,130,130,6
578193-1,53,36,36,36,6
566021-5,118,63,63,62,6
531341-1,328,229,229,225,6
500861-5,69,58,58,58,6
547921-1,61,43,43,43,6
563404-3,719,302,301,301,6
578444-7,453,287,287,286,6
545155-4,75,46,46,46,6
595829-1,133,94,94,94,6
598810-18,854,513,513,513,6
565610-1,389,213,213,211,6
588296-24,320,198,198,196,6
548251-1,98,74,74,74,6
571750-1,134,94,94,94,6
544515-1,970,547,547,545,6
564630-2,73,50,50,50,6
556955-4,113,72,72,72,6
566781-1,61,49,49,48,6
552771-1,283,190,190,190,6
563811-3,341,228,228,226,6
564117-2,1342,623,623,621,6
568414-30,248,185,184,184,6
597520-7,734,391,391,385,6
570109-3,677,425,425,424,6
598372-1,97,62,62,61,6
552046-24,814,458,458,458,6
590266-16,722,477,477,474,6
586846-28,762,454,454,450,6
554391-1,88,66,66,66,6
555622-1,478,215,215,214,6
556041-2,82,52,52,52,6
538396-1,256,172,172,172,6
597961-5,830,325,325,323,6
540668-1,196,111,111,110,6
572551-4,121,90,90,89,6
563102-9,1051,604,604,599,6
545023-1,92,54,54,54,6
532657-2,108,66,66,65,6
589683-1,312,194,194,193,6
599344-6,706,355,355,352,6
538221-2,371,240,240,240,6
577723-1,146,86,86,86,6
546135-11007,763,358,358,357,6
556343-1,115,83,83,83,6
574716-1016,589,333,333,331,6
540391-1,441,289,289,286,6
541630-22,762,468,468,463,6
576140-1,311,180,180,180,6
566667-3,37,33,33,33,6
545911-8037,530,330,329,328,6
552046-8,737,451,451,447,6
567027-20,765,42,42,42,6
586412-2,988,679,679,677,6
500224-10031,739,593,593,592,6
569801-1,305,214,214,214,6
564079-1,183,99,99,99,6
546062-1,108,72,72,71,6
567256-5,1038,297,297,296,6
549231-4,92,58,57,56,6
560995-1,56,29,29,29,6
551198-3015,1059,681,680,679,6
558362-2,114,73,73,72,6
546224-15006,669,272,272,269,6
569828-1,163,113,113,113,6
536512-1,152,83,83,83,6
560596-1,68,40,40,40,6
550744-4,784,473,473,473,6
534803-3,98,69,69,67,6
562297-3,126,48,48,48,6
567787-3,182,127,127,127,6
541401-1,101,78,78,76,6
539911-37,289,219,219,218,6
578452-1,181,134,134,134,6
598917-29,591,211,211,211,6
560260-4,47,35,35,34,6
553786-10,70,48,48,48,6
599565-10,796,436,436,435,6
590754-8,56,42,42,40,6
530841-2,682,379,379,375,6
565211-1,469,275,275,275,6
583235-1,374,225,223,222,6
549240-8,461,283,283,282,6
571024-1,285,216,216,215,6
576085-1,316,226,226,224,6
558311-1,250,154,154,152,6
574791-1,195,143,143,142,6
562971-34,988,354,354,352,6
573922-3,568,251,251,251,6
546305-1,69,58,58,58,6
597813-1,425,196,196,196,6
541354-13,181,103,103,102,6
545392-12,546,310,310,309,6
547760-2,132,62,62,62,6
550990-27004,543,344,344,343,6
558052-5,66,44,44,44,6
545970-1021,381,231,231,231,6
598577-1,62,42,42,42,6
534838-2,173,108,108,108,6
549533-1,621,465,465,462,6
507580-5,1328,798,798,798,6
567892-1005,696,459,459,457,6
504441-3,102,62,62,62,6
546208-4024,425,279,279,277,6
571164-7,626,418,418,415,6
