id,name,okres,vojvodství
62008,gm. Radecznica,zamojski,lubelskie
62009,gm. Sitno,zamojski,lubelskie
62010,gm. Skierbieszów,zamojski,lubelskie
62011,gm. Stary Zamość,zamojski,lubelskie
62012,gm. Sułów,zamojski,lubelskie
62013,gm. Szczebrzeszyn,zamojski,lubelskie
62014,gm. Zamość,zamojski,lubelskie
62015,gm. Zwierzyniec,zamojski,lubelskie
66101,Biała Podlaska,Biała Podlaska,lubelskie
66201,Chełm,Chełm,lubelskie
66301,Lublin,Lublin,lubelskie
66401,Zamość,Zamość,lubelskie
80101,m. Kostrzyn nad Odrą,gorzowski,lubuskie
80102,gm. Bogdaniec,gorzowski,lubuskie
80103,gm. Deszczno,gorzowski,lubuskie
80104,gm. Kłodawa,gorzowski,lubuskie
80105,gm. Lubiszyn,gorzowski,lubuskie
80106,gm. Santok,gorzowski,lubuskie
80107,gm. Witnica,gorzowski,lubuskie
80201,m. Gubin,krośnieński,lubuskie
80202,gm. Bobrowice,krośnieński,lubuskie
80203,gm. Bytnica,krośnieński,lubuskie
80204,gm. Dąbie,krośnieński,lubuskie
80205,gm. Gubin,krośnieński,lubuskie
80206,gm. Krosno Odrzańskie,krośnieński,lubuskie
80207,gm. Maszewo,krośnieński,lubuskie
80301,gm. Bledzew,międzyrzecki,lubuskie
80302,gm. Międzyrzecz,międzyrzecki,lubuskie
80303,gm. Przytoczna,międzyrzecki,lubuskie
80304,gm. Pszczew,międzyrzecki,lubuskie
80305,gm. Skwierzyna,międzyrzecki,lubuskie
80306,gm. Trzciel,międzyrzecki,lubuskie
80401,m. Nowa Sól,nowosolski,lubuskie
80402,gm. Bytom Odrzański,nowosolski,lubuskie
80403,gm. Kolsko,nowosolski,lubuskie
80404,gm. Kożuchów,nowosolski,lubuskie
80405,gm. Nowa Sól,nowosolski,lubuskie
80406,gm. Nowe Miasteczko,nowosolski,lubuskie
80407,gm. Otyń,nowosolski,lubuskie
80408,gm. Siedlisko,nowosolski,lubuskie
80501,gm. Cybinka,słubicki,lubuskie
80502,gm. Górzyca,słubicki,lubuskie
80503,gm. Ośno Lubuskie,słubicki,lubuskie
80504,gm. Rzepin,słubicki,lubuskie
80505,gm. Słubice,słubicki,lubuskie
80601,gm. Dobiegniew,strzelecko-drezdenecki,lubuskie
80602,gm. Drezdenko,strzelecko-drezdenecki,lubuskie
80603,gm. Stare Kurowo,strzelecko-drezdenecki,lubuskie
80604,gm. Strzelce Krajeńskie,strzelecko-drezdenecki,lubuskie
80605,gm. Zwierzyn,strzelecko-drezdenecki,lubuskie
80701,gm. Krzeszyce,sulęciński,lubuskie
80702,gm. Lubniewice,sulęciński,lubuskie
80703,gm. Słońsk,sulęciński,lubuskie
80704,gm. Sulęcin,sulęciński,lubuskie
80705,gm. Torzym,sulęciński,lubuskie
80801,gm. Lubrza,świebodziński,lubuskie
80802,gm. Łagów,świebodziński,lubuskie
80803,gm. Skąpe,świebodziński,lubuskie
80804,gm. Szczaniec,świebodziński,lubuskie
80805,gm. Świebodzin,świebodziński,lubuskie
80806,gm. Zbąszynek,świebodziński,lubuskie
80901,gm. Babimost,zielonogórski,lubuskie
80902,gm. Bojadła,zielonogórski,lubuskie
80903,gm. Czerwieńsk,zielonogórski,lubuskie
80904,gm. Kargowa,zielonogórski,lubuskie
80905,gm. Nowogród Bobrzański,zielonogórski,lubuskie
80906,gm. Sulechów,zielonogórski,lubuskie
80907,gm. Świdnica,zielonogórski,lubuskie
80908,gm. Trzebiechów,zielonogórski,lubuskie
80909,gm. Zabór,zielonogórski,lubuskie
81001,m. Gozdnica,żagański,lubuskie
81002,m. Żagań,żagański,lubuskie
81003,gm. Brzeźnica,żagański,lubuskie
81004,gm. Iłowa,żagański,lubuskie
81005,gm. Małomice,żagański,lubuskie
81006,gm. Niegosławice,żagański,lubuskie
81007,gm. Szprotawa,żagański,lubuskie
81008,gm. Wymiarki,żagański,lubuskie
81009,gm. Żagań,żagański,lubuskie
81101,m. Łęknica,żarski,lubuskie
81102,m. Żary,żarski,lubuskie
81103,gm. Brody,żarski,lubuskie
81104,gm. Jasień,żarski,lubuskie
81105,gm. Lipinki Łużyckie,żarski,lubuskie
81106,gm. Lubsko,żarski,lubuskie
81107,gm. Przewóz,żarski,lubuskie
81108,gm. Trzebiel,żarski,lubuskie
81109,gm. Tuplice,żarski,lubuskie
81110,gm. Żary,żarski,lubuskie
81201,gm. Sława,wschowski,lubuskie
81202,gm. Szlichtyngowa,wschowski,lubuskie
81203,gm. Wschowa,wschowski,lubuskie
86101,Gorzów Wielkopolski,Gorzów Wielkopolski,lubuskie
86201,Zielona Góra,Zielona Góra,lubuskie
100101,m. Bełchatów,bełchatowski,łódzkie
100102,gm. Bełchatów,bełchatowski,łódzkie
100103,gm. Drużbice,bełchatowski,łódzkie
100104,gm. Kleszczów,bełchatowski,łódzkie
100105,gm. Kluki,bełchatowski,łódzkie
100106,gm. Rusiec,bełchatowski,łódzkie
100107,gm. Szczerców,bełchatowski,łódzkie
100108,gm. Zelów,bełchatowski,łódzkie
100201,m. Kutno,kutnowski,łódzkie
100202,gm. Bedlno,kutnowski,łódzkie
100203,gm. Dąbrowice,kutnowski,łódzkie
100204,gm. Krośniewice,kutnowski,łódzkie
100205,gm. Krzyżanów,kutnowski,łódzkie
100206,gm. Kutno,kutnowski,łódzkie
100207,gm. Łanięta,kutnowski,łódzkie
100208,gm. Nowe Ostrowy,kutnowski,łódzkie
100209,gm. Oporów,kutnowski,łódzkie
100210,gm. Strzelce,kutnowski,łódzkie
100211,gm. Żychlin,kutnowski,łódzkie
100301,gm. Buczek,łaski,łódzkie
100302,gm. Łask,łaski,łódzkie
100303,gm. Sędziejowice,łaski,łódzkie
100304,gm. Widawa,łaski,łódzkie
100305,gm. Wodzierady,łaski,łódzkie
100401,m. Łęczyca,łęczycki,łódzkie
100402,gm. Daszyna,łęczycki,łódzkie
100403,gm. Góra Świętej Małgorzaty,łęczycki,łódzkie
100404,gm. Grabów,łęczycki,łódzkie
100405,gm. Łęczyca,łęczycki,łódzkie
100406,gm. Piątek,łęczycki,łódzkie
100407,gm. Świnice Warckie,łęczycki,łódzkie
100408,gm. Witonia,łęczycki,łódzkie
100501,m. Łowicz,łowicki,łódzkie
100502,gm. Bielawy,łowicki,łódzkie
100503,gm. Chąśno,łowicki,łódzkie
100504,gm. Domaniewice,łowicki,łódzkie
100505,gm. Kiernozia,łowicki,łódzkie
100506,gm. Kocierzew Południowy,łowicki,łódzkie
100507,gm. Łowicz,łowicki,łódzkie
100508,gm. Łyszkowice,łowicki,łódzkie
100509,gm. Nieborów,łowicki,łódzkie
100510,gm. Zduny,łowicki,łódzkie
100602,gm. Andrespol,łódzki wschodni,łódzkie
100603,gm. Brójce,łódzki wschodni,łódzkie
100607,gm. Koluszki,łódzki wschodni,łódzkie
100608,gm. Nowosolna,łódzki wschodni,łódzkie
100610,gm. Rzgów,łódzki wschodni,łódzkie
100611,gm. Tuszyn,łódzki wschodni,łódzkie
100701,gm. Białaczów,opoczyński,łódzkie
100702,gm. Drzewica,opoczyński,łódzkie
100703,gm. Mniszków,opoczyński,łódzkie
100704,gm. Opoczno,opoczyński,łódzkie
100705,gm. Paradyż,opoczyński,łódzkie
100706,gm. Poświętne,opoczyński,łódzkie
100707,gm. Sławno,opoczyński,łódzkie
100708,gm. Żarnów,opoczyński,łódzkie
100801,m. Konstantynów Łódzki,pabianicki,łódzkie
100802,m. Pabianice,pabianicki,łódzkie
100803,gm. Dłutów,pabianicki,łódzkie
100804,gm. Dobroń,pabianicki,łódzkie
100805,gm. Ksawerów,pabianicki,łódzkie
100806,gm. Lutomiersk,pabianicki,łódzkie
100807,gm. Pabianice,pabianicki,łódzkie
100901,gm. Działoszyn,pajęczański,łódzkie
100902,gm. Kiełczygłów,pajęczański,łódzkie
100903,gm. Nowa Brzeźnica,pajęczański,łódzkie
100904,gm. Pajęczno,pajęczański,łódzkie
100905,gm. Rząśnia,pajęczański,łódzkie
100906,gm. Siemkowice,pajęczański,łódzkie
100907,gm. Strzelce Wielkie,pajęczański,łódzkie
100908,gm. Sulmierzyce,pajęczański,łódzkie
101001,gm. Aleksandrów,piotrkowski,łódzkie
101002,gm. Czarnocin,piotrkowski,łódzkie
101003,gm. Gorzkowice,piotrkowski,łódzkie
101004,gm. Grabica,piotrkowski,łódzkie
101005,gm. Łęki Szlacheckie,piotrkowski,łódzkie
101006,gm. Moszczenica,piotrkowski,łódzkie
101007,gm. Ręczno,piotrkowski,łódzkie
101008,gm. Rozprza,piotrkowski,łódzkie
101009,gm. Sulejów,piotrkowski,łódzkie
101010,gm. Wola Krzysztoporska,piotrkowski,łódzkie
101011,gm. Wolbórz,piotrkowski,łódzkie
101101,gm. Dalików,poddębicki,łódzkie
101102,gm. Pęczniew,poddębicki,łódzkie
101103,gm. Poddębice,poddębicki,łódzkie
101104,gm. Uniejów,poddębicki,łódzkie
101105,gm. Wartkowice,poddębicki,łódzkie
101106,gm. Zadzim,poddębicki,łódzkie
101201,m. Radomsko,radomszczański,łódzkie
101202,gm. Dobryszyce,radomszczański,łódzkie
101203,gm. Gidle,radomszczański,łódzkie
101204,gm. Gomunice,radomszczański,łódzkie
101205,gm. Kamieńsk,radomszczański,łódzkie
101206,gm. Kobiele Wielkie,radomszczański,łódzkie
101207,gm. Kodrąb,radomszczański,łódzkie
101208,gm. Lgota Wielka,radomszczański,łódzkie
101209,gm. Ładzice,radomszczański,łódzkie
101210,gm. Masłowice,radomszczański,łódzkie
101211,gm. Przedbórz,radomszczański,łódzkie
101212,gm. Radomsko,radomszczański,łódzkie
101213,gm. Wielgomłyny,radomszczański,łódzkie
101214,gm. Żytno,radomszczański,łódzkie
101301,m. Rawa Mazowiecka,rawski,łódzkie
101302,gm. Biała Rawska,rawski,łódzkie
101303,gm. Cielądz,rawski,łódzkie
101304,gm. Rawa Mazowiecka,rawski,łódzkie
101305,gm. Regnów,rawski,łódzkie
101306,gm. Sadkowice,rawski,łódzkie
101401,m. Sieradz,sieradzki,łódzkie
101402,gm. Błaszki,sieradzki,łódzkie
101403,gm. Brąszewice,sieradzki,łódzkie
101404,gm. Brzeźnio,sieradzki,łódzkie
101405,gm. Burzenin,sieradzki,łódzkie
101406,gm. Goszczanów,sieradzki,łódzkie
101407,gm. Klonowa,sieradzki,łódzkie
101408,gm. Sieradz,sieradzki,łódzkie
101409,gm. Warta,sieradzki,łódzkie
101410,gm. Wróblew,sieradzki,łódzkie
101411,gm. Złoczew,sieradzki,łódzkie
101501,gm. Bolimów,skierniewicki,łódzkie
101502,gm. Głuchów,skierniewicki,łódzkie
101503,gm. Godzianów,skierniewicki,łódzkie
101504,gm. Kowiesy,skierniewicki,łódzkie
101505,gm. Lipce Reymontowskie,skierniewicki,łódzkie
101506,gm. Maków,skierniewicki,łódzkie
101507,gm. Nowy Kawęczyn,skierniewicki,łódzkie
101508,gm. Skierniewice,skierniewicki,łódzkie
101509,gm. Słupia,skierniewicki,łódzkie
101601,m. Tomaszów Mazowiecki,tomaszowski,łódzkie
101602,gm. Będków,tomaszowski,łódzkie
101603,gm. Budziszewice,tomaszowski,łódzkie
101604,gm. Czerniewice,tomaszowski,łódzkie
101605,gm. Inowłódz,tomaszowski,łódzkie
101606,gm. Lubochnia,tomaszowski,łódzkie
101607,gm. Rokiciny,tomaszowski,łódzkie
101608,gm. Rzeczyca,tomaszowski,łódzkie
101609,gm. Tomaszów Mazowiecki,tomaszowski,łódzkie
101610,gm. Ujazd,tomaszowski,łódzkie
101611,gm. Żelechlinek,tomaszowski,łódzkie
101701,gm. Biała,wieluński,łódzkie
101702,gm. Czarnożyły,wieluński,łódzkie
101703,gm. Konopnica,wieluński,łódzkie
101704,gm. Mokrsko,wieluński,łódzkie
101705,gm. Osjaków,wieluński,łódzkie
101706,gm. Ostrówek,wieluński,łódzkie
101707,gm. Pątnów,wieluński,łódzkie
101708,gm. Skomlin,wieluński,łódzkie
101709,gm. Wieluń,wieluński,łódzkie
101710,gm. Wierzchlas,wieluński,łódzkie
101801,gm. Bolesławiec,wieruszowski,łódzkie
101802,gm. Czastary,wieruszowski,łódzkie
101803,gm. Galewice,wieruszowski,łódzkie
101804,gm. Lututów,wieruszowski,łódzkie
101805,gm. Łubnice,wieruszowski,łódzkie
101806,gm. Sokolniki,wieruszowski,łódzkie
101807,gm. Wieruszów,wieruszowski,łódzkie
101901,m. Zduńska Wola,zduńskowolski,łódzkie
101902,gm. Szadek,zduńskowolski,łódzkie
101903,gm. Zapolice,zduńskowolski,łódzkie
101904,gm. Zduńska Wola,zduńskowolski,łódzkie
102001,m. Głowno,zgierski,łódzkie
102002,m. Ozorków,zgierski,łódzkie
102003,m. Zgierz,zgierski,łódzkie
102004,gm. Aleksandrów Łódzki,zgierski,łódzkie
102005,gm. Głowno,zgierski,łódzkie
102006,gm. Ozorków,zgierski,łódzkie
102007,gm. Parzęczew,zgierski,łódzkie
102008,gm. Stryków,zgierski,łódzkie
102009,gm. Zgierz,zgierski,łódzkie
102101,m. Brzeziny,brzeziński,łódzkie
102102,gm. Brzeziny,brzeziński,łódzkie
102103,gm. Dmosin,brzeziński,łódzkie
102104,gm. Jeżów,brzeziński,łódzkie
102105,gm. Rogów,brzeziński,łódzkie
106101,Łódź,Łódź,łódzkie
106201,Piotrków Trybunalski,Piotrków Trybunalski,łódzkie
106301,Skierniewice,Skierniewice,łódzkie
120101,m. Bochnia,bocheński,małopolskie
120102,gm. Bochnia,bocheński,małopolskie
120103,gm. Drwinia,bocheński,małopolskie
120104,gm. Lipnica Murowana,bocheński,małopolskie
120105,gm. Łapanów,bocheński,małopolskie
120106,gm. Nowy Wiśnicz,bocheński,małopolskie
120107,gm. Rzezawa,bocheński,małopolskie
120108,gm. Trzciana,bocheński,małopolskie
120109,gm. Żegocina,bocheński,małopolskie
120201,gm. Borzęcin,brzeski,małopolskie
120202,gm. Brzesko,brzeski,małopolskie
120203,gm. Czchów,brzeski,małopolskie
120204,gm. Dębno,brzeski,małopolskie
120205,gm. Gnojnik,brzeski,małopolskie
120206,gm. Iwkowa,brzeski,małopolskie
120207,gm. Szczurowa,brzeski,małopolskie
120301,gm. Alwernia,chrzanowski,małopolskie
120302,gm. Babice,chrzanowski,małopolskie
120303,gm. Chrzanów,chrzanowski,małopolskie
120304,gm. Libiąż,chrzanowski,małopolskie
120305,gm. Trzebinia,chrzanowski,małopolskie
120401,gm. Bolesław,dąbrowski,małopolskie
120402,gm. Dąbrowa Tarnowska,dąbrowski,małopolskie
120403,gm. Gręboszów,dąbrowski,małopolskie
120404,gm. Mędrzechów,dąbrowski,małopolskie
120405,gm. Olesno,dąbrowski,małopolskie
120406,gm. Radgoszcz,dąbrowski,małopolskie
120407,gm. Szczucin,dąbrowski,małopolskie
120501,m. Gorlice,gorlicki,małopolskie
120502,gm. Biecz,gorlicki,małopolskie
120503,gm. Bobowa,gorlicki,małopolskie
120504,gm. Gorlice,gorlicki,małopolskie
120505,gm. Lipinki,gorlicki,małopolskie
120506,gm. Łużna,gorlicki,małopolskie
120507,gm. Moszczenica,gorlicki,małopolskie
120508,gm. Ropa,gorlicki,małopolskie
120509,gm. Sękowa,gorlicki,małopolskie
120510,gm. Uście Gorlickie,gorlicki,małopolskie
120601,gm. Czernichów,krakowski,małopolskie
120602,gm. Igołomia-Wawrzeńczyce,krakowski,małopolskie
120603,gm. Iwanowice,krakowski,małopolskie
120604,gm. Jerzmanowice-Przeginia,krakowski,małopolskie
120605,gm. Kocmyrzów-Luborzyca,krakowski,małopolskie
120606,gm. Krzeszowice,krakowski,małopolskie
120607,gm. Liszki,krakowski,małopolskie
120608,gm. Michałowice,krakowski,małopolskie
120609,gm. Mogilany,krakowski,małopolskie
120610,gm. Skała,krakowski,małopolskie
120611,gm. Skawina,krakowski,małopolskie
120612,gm. Słomniki,krakowski,małopolskie
120613,gm. Sułoszowa,krakowski,małopolskie
120614,gm. Świątniki Górne,krakowski,małopolskie
120615,gm. Wielka Wieś,krakowski,małopolskie
120616,gm. Zabierzów,krakowski,małopolskie
120617,gm. Zielonki,krakowski,małopolskie
120701,m. Limanowa,limanowski,małopolskie
120702,m. Mszana Dolna,limanowski,małopolskie
120703,gm. Dobra,limanowski,małopolskie
120704,gm. Jodłownik,limanowski,małopolskie
120705,gm. Kamienica,limanowski,małopolskie
120706,gm. Laskowa,limanowski,małopolskie
120707,gm. Limanowa,limanowski,małopolskie
120708,gm. Łukowica,limanowski,małopolskie
120709,gm. Mszana Dolna,limanowski,małopolskie
120710,gm. Niedźwiedź,limanowski,małopolskie
120711,gm. Słopnice,limanowski,małopolskie
120712,gm. Tymbark,limanowski,małopolskie
120801,gm. Charsznica,miechowski,małopolskie
120802,gm. Gołcza,miechowski,małopolskie
120803,gm. Kozłów,miechowski,małopolskie
120804,gm. Książ Wielki,miechowski,małopolskie
120805,gm. Miechów,miechowski,małopolskie
120806,gm. Racławice,miechowski,małopolskie
120807,gm. Słaboszów,miechowski,małopolskie
120901,gm. Dobczyce,myślenicki,małopolskie
120902,gm. Lubień,myślenicki,małopolskie
120903,gm. Myślenice,myślenicki,małopolskie
120904,gm. Pcim,myślenicki,małopolskie
120905,gm. Raciechowice,myślenicki,małopolskie
120906,gm. Siepraw,myślenicki,małopolskie
120907,gm. Sułkowice,myślenicki,małopolskie
120908,gm. Tokarnia,myślenicki,małopolskie
120909,gm. Wiśniowa,myślenicki,małopolskie
121001,m. Grybów,nowosądecki,małopolskie
121002,gm. Chełmiec,nowosądecki,małopolskie
121003,gm. Gródek nad Dunajcem,nowosądecki,małopolskie
121004,gm. Grybów,nowosądecki,małopolskie
121005,gm. Kamionka Wielka,nowosądecki,małopolskie
121006,gm. Korzenna,nowosądecki,małopolskie
121007,gm. Krynica-Zdrój,nowosądecki,małopolskie
121008,gm. Łabowa,nowosądecki,małopolskie
121009,gm. Łącko,nowosądecki,małopolskie
121010,gm. Łososina Dolna,nowosądecki,małopolskie
121011,gm. Muszyna,nowosądecki,małopolskie
121012,gm. Nawojowa,nowosądecki,małopolskie
121013,gm. Piwniczna-Zdrój,nowosądecki,małopolskie
121014,gm. Podegrodzie,nowosądecki,małopolskie
121015,gm. Rytro,nowosądecki,małopolskie
121016,gm. Stary Sącz,nowosądecki,małopolskie
121101,m. Nowy Targ,nowotarski,małopolskie
121102,gm. Szczawnica,nowotarski,małopolskie
121103,gm. Czarny Dunajec,nowotarski,małopolskie
121104,gm. Czorsztyn,nowotarski,małopolskie
121105,gm. Jabłonka,nowotarski,małopolskie
121106,gm. Krościenko nad Dunajcem,nowotarski,małopolskie
121107,gm. Lipnica Wielka,nowotarski,małopolskie
121108,gm. Łapsze Niżne,nowotarski,małopolskie
121109,gm. Nowy Targ,nowotarski,małopolskie
121110,gm. Ochotnica Dolna,nowotarski,małopolskie
121111,gm. Raba Wyżna,nowotarski,małopolskie
121112,gm. Rabka-Zdrój,nowotarski,małopolskie
121113,gm. Spytkowice,nowotarski,małopolskie
121114,gm. Szaflary,nowotarski,małopolskie
121201,m. Bukowno,olkuski,małopolskie
121203,gm. Bolesław,olkuski,małopolskie
121204,gm. Klucze,olkuski,małopolskie
121205,gm. Olkusz,olkuski,małopolskie
121206,gm. Trzyciąż,olkuski,małopolskie
121207,gm. Wolbrom,olkuski,małopolskie
121301,m. Oświęcim,oświęcimski,małopolskie
121302,gm. Brzeszcze,oświęcimski,małopolskie
121303,gm. Chełmek,oświęcimski,małopolskie
121304,gm. Kęty,oświęcimski,małopolskie
121305,gm. Osiek,oświęcimski,małopolskie
121306,gm. Oświęcim,oświęcimski,małopolskie
121307,gm. Polanka Wielka,oświęcimski,małopolskie
121308,gm. Przeciszów,oświęcimski,małopolskie
121309,gm. Zator,oświęcimski,małopolskie
121401,gm. Koniusza,proszowicki,małopolskie
121402,gm. Koszyce,proszowicki,małopolskie
121403,gm. Nowe Brzesko,proszowicki,małopolskie
121404,gm. Pałecznica,proszowicki,małopolskie
121405,gm. Proszowice,proszowicki,małopolskie
121406,gm. Radziemice,proszowicki,małopolskie
121501,m. Jordanów,suski,małopolskie
121502,m. Sucha Beskidzka,suski,małopolskie
121503,gm. Budzów,suski,małopolskie
121504,gm. Bystra-Sidzina,suski,małopolskie
121505,gm. Jordanów,suski,małopolskie
121506,gm. Maków Podhalański,suski,małopolskie
121507,gm. Stryszawa,suski,małopolskie
121508,gm. Zawoja,suski,małopolskie
121509,gm. Zembrzyce,suski,małopolskie
121601,gm. Ciężkowice,tarnowski,małopolskie
121602,gm. Gromnik,tarnowski,małopolskie
121603,gm. Lisia Góra,tarnowski,małopolskie
121604,gm. Pleśna,tarnowski,małopolskie
121605,gm. Radłów,tarnowski,małopolskie
121606,gm. Ryglice,tarnowski,małopolskie
121607,gm. Rzepiennik Strzyżewski,tarnowski,małopolskie
121608,gm. Skrzyszów,tarnowski,małopolskie
121609,gm. Tarnów,tarnowski,małopolskie
121610,gm. Tuchów,tarnowski,małopolskie
121611,gm. Wierzchosławice,tarnowski,małopolskie
121612,gm. Wietrzychowice,tarnowski,małopolskie
121613,gm. Wojnicz,tarnowski,małopolskie
121614,gm. Zakliczyn,tarnowski,małopolskie
121615,gm. Żabno,tarnowski,małopolskie
121616,gm. Szerzyny,tarnowski,małopolskie
121701,m. Zakopane,tatrzański,małopolskie
121702,gm. Biały Dunajec,tatrzański,małopolskie
121703,gm. Bukowina Tatrzańska,tatrzański,małopolskie
121704,gm. Kościelisko,tatrzański,małopolskie
121705,gm. Poronin,tatrzański,małopolskie
121801,gm. Andrychów,wadowicki,małopolskie
121802,gm. Brzeźnica,wadowicki,małopolskie
121803,gm. Kalwaria Zebrzydowska,wadowicki,małopolskie
121804,gm. Lanckorona,wadowicki,małopolskie
121805,gm. Mucharz,wadowicki,małopolskie
121806,gm. Spytkowice,wadowicki,małopolskie
121807,gm. Stryszów,wadowicki,małopolskie
121808,gm. Tomice,wadowicki,małopolskie
121809,gm. Wadowice,wadowicki,małopolskie
121810,gm. Wieprz,wadowicki,małopolskie
121901,gm. Biskupice,wielicki,małopolskie
121902,gm. Gdów,wielicki,małopolskie
121903,gm. Kłaj,wielicki,małopolskie
121904,gm. Niepołomice,wielicki,małopolskie
121905,gm. Wieliczka,wielicki,małopolskie
126101,Kraków,Kraków,małopolskie
126201,Nowy Sącz,Nowy Sącz,małopolskie
126301,Tarnów,Tarnów,małopolskie
140101,gm. Białobrzegi,białobrzeski,mazowieckie
140102,gm. Promna,białobrzeski,mazowieckie
140103,gm. Radzanów,białobrzeski,mazowieckie
140104,gm. Stara Błotnica,białobrzeski,mazowieckie
140105,gm. Stromiec,białobrzeski,mazowieckie
140106,gm. Wyśmierzyce,białobrzeski,mazowieckie
140201,m. Ciechanów,ciechanowski,mazowieckie
140202,gm. Ciechanów,ciechanowski,mazowieckie
140203,gm. Glinojeck,ciechanowski,mazowieckie
140204,gm. Gołymin-Ośrodek,ciechanowski,mazowieckie
140205,gm. Grudusk,ciechanowski,mazowieckie
140206,gm. Ojrzeń,ciechanowski,mazowieckie
140207,gm. Opinogóra Górna,ciechanowski,mazowieckie
140208,gm. Regimin,ciechanowski,mazowieckie
140209,gm. Sońsk,ciechanowski,mazowieckie
140301,m. Garwolin,garwoliński,mazowieckie
140302,m. Łaskarzew,garwoliński,mazowieckie
140303,gm. Borowie,garwoliński,mazowieckie
140304,gm. Garwolin,garwoliński,mazowieckie
140305,gm. Górzno,garwoliński,mazowieckie
140306,gm. Łaskarzew,garwoliński,mazowieckie
140307,gm. Maciejowice,garwoliński,mazowieckie
140308,gm. Miastków Kościelny,garwoliński,mazowieckie
140309,gm. Parysów,garwoliński,mazowieckie
140310,gm. Pilawa,garwoliński,mazowieckie
140311,gm. Sobolew,garwoliński,mazowieckie
140312,gm. Trojanów,garwoliński,mazowieckie
140313,gm. Wilga,garwoliński,mazowieckie
140314,gm. Żelechów,garwoliński,mazowieckie
140401,m. Gostynin,gostyniński,mazowieckie
140402,gm. Gostynin,gostyniński,mazowieckie
140403,gm. Pacyna,gostyniński,mazowieckie
140404,gm. Sanniki,gostyniński,mazowieckie
140405,gm. Szczawin Kośc.,gostyniński,mazowieckie
140501,m. Milanówek,grodziski,mazowieckie
140502,m. Podkowa Leśna,grodziski,mazowieckie
140503,gm. Baranów,grodziski,mazowieckie
140504,gm. Grodzisk Mazowiecki,grodziski,mazowieckie
140505,gm. Jaktorów,grodziski,mazowieckie
140506,gm. Żabia Wola,grodziski,mazowieckie
140601,gm. Belsk Duży,grójecki,mazowieckie
140602,gm. Błędów,grójecki,mazowieckie
140603,gm. Chynów,grójecki,mazowieckie
140604,gm. Goszczyn,grójecki,mazowieckie
140605,gm. Grójec,grójecki,mazowieckie
140606,gm. Jasieniec,grójecki,mazowieckie
140607,gm. Mogielnica,grójecki,mazowieckie
140608,gm. Nowe Miasto nad Pilicą,grójecki,mazowieckie
140609,gm. Pniewy,grójecki,mazowieckie
140611,gm. Warka,grójecki,mazowieckie
140701,gm. Garbatka-Letnisko,kozienicki,mazowieckie
140702,gm. Głowaczów,kozienicki,mazowieckie
140703,gm. Gniewoszów,kozienicki,mazowieckie
140704,gm. Grabów nad Pilicą,kozienicki,mazowieckie
140705,gm. Kozienice,kozienicki,mazowieckie
140706,gm. Magnuszew,kozienicki,mazowieckie
140707,gm. Sieciechów,kozienicki,mazowieckie
140801,m. Legionowo,legionowski,mazowieckie
140802,gm. Jabłonna,legionowski,mazowieckie
140803,gm. Nieporęt,legionowski,mazowieckie
140804,gm. Serock,legionowski,mazowieckie
140805,gm. Wieliszew,legionowski,mazowieckie
140901,gm. Chotcza,lipski,mazowieckie
140902,gm. Ciepielów,lipski,mazowieckie
140903,gm. Lipsko,lipski,mazowieckie
140904,gm. Rzeczniów,lipski,mazowieckie
140905,gm. Sienno,lipski,mazowieckie
140906,gm. Solec nad Wisłą,lipski,mazowieckie
141001,gm. Huszlew,łosicki,mazowieckie
141002,gm. Łosice,łosicki,mazowieckie
141003,gm. Olszanka,łosicki,mazowieckie
141004,gm. Platerów,łosicki,mazowieckie
141005,gm. Sarnaki,łosicki,mazowieckie
141006,gm. Stara Kornica,łosicki,mazowieckie
141101,m. Maków Mazowiecki,makowski,mazowieckie
141102,gm. Czerwonka,makowski,mazowieckie
141103,gm. Karniewo,makowski,mazowieckie
141104,gm. Krasnosielc,makowski,mazowieckie
141105,gm. Młynarze,makowski,mazowieckie
141106,gm. Płoniawy-Bramura,makowski,mazowieckie
141107,gm. Różan,makowski,mazowieckie
141108,gm. Rzewnie,makowski,mazowieckie
141109,gm. Sypniewo,makowski,mazowieckie
141110,gm. Szelków,makowski,mazowieckie
141201,m. Mińsk Mazowiecki,miński,mazowieckie
141204,gm. Cegłów,miński,mazowieckie
141205,gm. Dębe Wielkie,miński,mazowieckie
141206,gm. Dobre,miński,mazowieckie
141207,gm. Halinów,miński,mazowieckie
141208,gm. Jakubów,miński,mazowieckie
141209,gm. Kałuszyn,miński,mazowieckie
141210,gm. Latowicz,miński,mazowieckie
141211,gm. Mińsk Mazowiecki,miński,mazowieckie
141212,gm. Mrozy,miński,mazowieckie
141213,gm. Siennica,miński,mazowieckie
141214,gm. Stanisławów,miński,mazowieckie
141215,m. Sulejówek,miński,mazowieckie
141301,m. Mława,mławski,mazowieckie
141302,gm. Dzierzgowo,mławski,mazowieckie
141303,gm. Lipowiec Kościelny,mławski,mazowieckie
141304,gm. Radzanów,mławski,mazowieckie
141305,gm. Strzegowo,mławski,mazowieckie
141306,gm. Stupsk,mławski,mazowieckie
141307,gm. Szreńsk,mławski,mazowieckie
141308,gm. Szydłowo,mławski,mazowieckie
141309,gm. Wieczfnia Kościelna,mławski,mazowieckie
141310,gm. Wiśniewo,mławski,mazowieckie
