OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
562891-1,418,286,286,286,9
534013-1,186,136,136,136,9
500208-8026,375,212,212,212,9
595250-1,264,201,200,198,9
593036-1,398,288,288,287,9
546887-1,200,149,149,148,9
585068-5,723,515,515,511,9
599042-1,378,296,296,296,9
534609-1,389,287,287,283,9
594130-1,719,438,438,438,9
576581-1,383,295,294,294,9
535532-3,648,391,391,390,9
555835-3,53,47,47,47,9
573213-1,442,324,324,323,9
589110-1,149,102,102,100,9
561428-1,172,106,106,106,9
514705-4,749,486,486,480,9
551058-29019,762,542,542,535,9
537055-1,385,267,267,264,9
573965-12,445,331,331,321,9
575097-1,176,147,147,146,9
537632-1,572,462,462,460,9
572080-3,172,122,122,122,9
531774-1,112,84,84,84,9
583880-1,462,338,338,336,9
546135-11002,793,464,458,456,9
580481-9,82,57,57,55,9
575178-2,90,68,68,66,9
559903-1,549,391,391,388,9
576069-5,508,355,355,355,9
544884-1,573,400,399,399,9
567256-16,740,448,448,443,9
584576-1,739,461,461,457,9
556629-2,161,112,112,111,9
574929-1,772,569,567,564,9
594253-1,132,94,94,93,9
580732-1,524,341,341,338,9
500089-2001,496,351,351,350,9
542181-1,130,104,104,103,9
545015-2,72,50,50,49,9
533467-1,422,297,297,294,9
534668-3,125,97,97,97,9
562645-1,408,250,250,248,9
580376-2,532,381,381,379,9
551791-2,93,63,63,63,9
586846-8,667,446,446,443,9
529788-1,120,111,111,111,9
598950-1,82,55,55,55,9
546208-4011,871,617,617,615,9
598917-57,666,419,418,418,9
515418-1,347,242,242,238,9
567442-19,914,503,503,498,9
533114-5,102,55,55,55,9
573248-4,618,498,498,496,9
544515-1,970,618,618,614,9
560740-1,702,453,453,451,9
568678-5,99,67,67,67,9
547492-13,60,46,46,46,9
541354-13,168,119,119,119,9
598810-13,680,393,390,387,9
555894-1,189,133,133,133,9
561657-1,86,77,77,77,9
586307-10,530,345,344,344,9
573043-1,217,162,162,160,9
573060-1,777,421,421,418,9
545244-1,466,340,340,338,9
542270-1,214,153,153,150,9
500178-6085,589,412,412,409,9
554294-1,1195,757,757,752,9
560120-1,1398,971,967,957,9
547361-14025,651,504,504,502,9
540374-2,93,78,78,77,9
585751-5,734,513,511,508,9
579301-1,168,122,122,121,9
577162-3,55,37,37,37,9
580562-1,149,118,118,117,9
577626-4,802,617,617,610,9
581861-1,213,159,159,158,9
561681-4,388,229,229,226,9
571873-2,202,153,153,152,9
571041-1,794,590,590,588,9
594431-1,517,353,353,348,9
595705-1,35,27,27,26,9
502081-2005,806,442,442,439,9
584835-1,631,406,406,402,9
586633-1,283,220,220,219,9
545970-1031,466,314,314,314,9
573868-23,185,152,152,151,9
598933-8,925,606,606,600,9
592889-4,489,358,358,352,9
547999-1,558,404,404,404,9
533564-1,352,233,233,232,9
544809-2,133,112,112,111,9
513393-1,353,257,256,256,9
500496-5,595,442,441,441,9
546127-12,236,164,164,163,9
535575-1,95,79,79,78,9
540471-7,345,256,256,254,9
567639-7,913,609,609,584,9
588296-24,331,234,234,233,9
585068-23,882,655,655,644,9
567027-40,597,372,372,372,9
500143-5002,328,258,258,254,9
548367-1,94,74,74,73,9
541401-1,105,82,82,82,9
597058-1,357,285,285,285,9
533050-1,649,456,456,452,9
500119-4032,576,399,399,391,9
580694-1,571,439,439,437,9
511382-19,278,182,182,182,9
576859-6,122,101,101,101,9
553425-6,580,392,391,390,9
558362-7,140,111,111,111,9
562688-1,146,117,117,116,9
545881-21,664,459,459,454,9
533335-1,283,208,208,208,9
557650-1,149,89,89,89,9
511382-43,615,401,401,398,9
546224-15013,875,516,516,514,9
538132-5,982,683,682,675,9
500216-9021,595,373,373,370,9
554201-1,168,67,67,66,9
550990-27000,50,50,50,50,9
595896-1,97,72,72,71,9
565539-1,247,186,186,184,9
570362-1,424,295,295,294,9
546003-3032,355,264,264,262,9
549240-25,720,540,540,533,9
598623-1,216,178,178,178,9
559997-1,637,412,412,411,9
540641-1,228,181,181,180,9
595667-1,237,170,170,170,9
599468-3,185,130,130,130,9
559202-3,136,94,94,94,9
551945-1,308,197,196,195,9
500119-4009,664,432,432,429,9
560570-4,507,338,338,335,9
553387-1,148,116,116,115,9
590444-1,259,198,198,198,9
513750-4,490,305,305,302,9
530310-5,198,139,139,139,9
591211-6,61,49,49,49,9
552291-1,129,99,99,99,9
579025-36,78,59,59,59,9
557072-5005,601,431,431,420,9
599255-1,96,66,66,63,9
571164-28,173,156,156,155,9
567272-1,600,393,392,390,9
563650-1,131,109,108,108,9
501476-3,153,109,109,108,9
581631-1,225,176,176,173,9
557951-3,86,72,72,72,9
500011-2,417,295,295,292,9
560359-2,812,464,464,460,9
552887-1,184,129,129,127,9
546135-11078,723,440,440,436,9
592838-1,120,72,72,71,9
587711-6,154,115,115,114,9
554120-1,473,345,345,344,9
578444-9,603,372,372,371,9
579165-1,599,422,422,419,9
564567-8,607,412,412,412,9
534269-1,136,116,116,114,9
567027-16,2260,421,421,418,9
578304-1,103,73,73,73,9
566551-6,186,139,139,139,9
583120-1,874,623,623,619,9
542326-1,630,434,434,431,9
567442-9,768,432,432,425,9
554995-1,759,476,476,476,9
536326-1,788,521,521,517,9
587401-1,649,441,441,438,9
566501-1,342,220,220,220,9
598071-4,244,206,206,204,9
578193-1,59,40,40,40,9
536211-1,123,89,89,88,9
551155-1,175,112,112,111,9
571776-6,109,78,78,78,9
584541-1,397,253,253,252,9
563102-9,1013,663,662,655,9
534005-7,821,596,594,590,9
585106-1,626,491,491,486,9
599051-12,830,508,508,499,9
542997-1,361,282,282,280,9
569704-1,341,248,248,243,9
546046-19021,610,398,398,397,9
555321-6,690,418,418,416,9
596493-1,157,126,126,126,9
511382-41,732,498,498,497,9
567451-1,1082,444,444,440,9
529796-2,121,91,91,91,9
588504-1,289,201,201,199,9
555321-28,785,547,547,542,9
537683-7,677,513,513,510,9
559334-1,589,375,375,371,9
589535-1,176,128,128,127,9
593711-25,751,510,509,504,9
598917-59,726,380,380,377,9
545911-8014,704,362,362,361,9
570176-1,289,218,218,217,9
576751-1,354,279,279,277,9
532657-2,109,80,80,79,9
500496-76,664,486,486,479,9
596094-1,353,298,298,297,9
542415-4,91,74,74,74,9
572993-1,328,239,239,239,9
580465-1,274,208,208,203,9
545970-1016,660,427,427,427,9
562335-50,824,466,466,460,9
550264-1,447,301,301,301,9
574716-1000,10,10,10,10,9
546127-6,333,216,216,215,9
555240-1,477,337,337,331,9
551180-3,62,48,48,48,9
517585-1,326,224,224,218,9
581526-1,101,68,68,68,9
565814-6,124,79,79,77,9
564087-1,171,132,132,132,9
553654-2,765,493,493,488,9
561274-1,45,41,41,41,9
537047-1,264,205,205,201,9
572217-1,384,287,287,285,9
539694-13029,559,424,424,422,9
545155-2,58,44,44,44,9
556912-2,129,84,84,83,9
580058-1,495,396,396,396,9
577332-1,451,351,351,348,9
567701-1,201,166,166,165,9
567892-1034,922,650,650,639,9
559075-2,576,420,420,418,9
532711-1,135,104,104,102,9
596469-1,77,51,51,49,9
584207-1,1122,723,723,714,9
551198-3013,543,381,381,379,9
564435-1,349,277,277,276,9
567264-4,762,480,480,467,9
533921-5,96,69,69,68,9
551023-3,81,58,58,58,9
576859-4,963,715,715,713,9
562297-3,119,70,70,70,9
530972-1,89,63,63,63,9
566799-1,229,184,184,183,9
541575-2,154,102,102,101,9
597180-8,535,353,353,351,9
588032-1,923,663,663,660,9
588547-1,159,104,104,103,9
568759-11,142,107,107,106,9
585521-1,559,397,397,395,9
549576-6,949,699,699,692,9
549827-1,342,212,212,210,9
599565-16,996,660,660,655,9
553689-2,246,145,145,143,9
550442-1,346,229,229,229,9
581259-4,700,494,494,493,9
567019-1,340,224,224,223,9
573124-3,81,60,60,60,9
579726-1,284,217,217,216,9
540854-1,395,312,312,310,9
589306-1,116,91,91,90,9
583928-1,349,237,237,235,9
589691-3,78,57,57,57,9
535303-3,165,127,127,125,9
568520-1,276,213,213,212,9
546003-3030,505,341,341,339,9
500224-10095,588,418,418,408,9
552097-1,200,140,139,136,9
591246-1,186,158,158,157,9
584576-2,795,570,570,566,9
572365-1,318,243,243,242,9
544256-24,550,343,343,341,9
576727-1,342,262,262,260,9
539619-1,122,86,86,85,9
569747-1,186,125,125,124,9
552313-1,269,178,178,173,9
588229-1,79,67,67,66,9
564567-3,739,563,563,557,9
571831-2,232,177,177,176,9
585068-61,314,225,225,224,9
572454-1,215,159,159,156,9
548766-1,121,104,104,103,9
560715-13,206,144,144,144,9
560359-1,1038,495,495,490,9
545392-15,481,309,309,306,9
539911-33,293,231,231,227,9
530841-3,550,374,374,372,9
511382-37,492,306,306,303,9
552046-15,546,354,354,351,9
576361-2,967,561,561,553,9
574848-4,72,63,63,63,9
592561-1,347,258,258,256,9
567442-45,728,478,478,475,9
546224-15021,1060,674,673,656,9
558389-1,1022,602,602,602,9
563161-1,326,198,198,197,9
550477-1,86,69,69,69,9
597520-20,741,514,514,509,9
503444-17,118,82,82,79,9
551091-22003,750,498,498,498,9
582212-1,505,348,348,346,9
571717-1,174,126,126,123,9
554499-14,166,110,110,109,9
545058-20,1033,685,685,682,9
533629-1,934,683,683,678,9
552518-1,837,615,615,610,9
552208-2,88,72,72,72,9
547107-12026,721,502,501,501,9
590517-1,486,327,327,327,9
563871-8,264,205,205,203,9
574716-1014,491,320,320,319,9
516686-1,410,302,302,298,9
581917-13,72,42,42,41,9
554286-5002,599,240,240,238,9
568414-19,863,603,603,598,9
598003-16,597,406,405,404,9
578860-1,94,65,65,65,9
579025-27,628,411,411,409,9
533165-11,856,598,598,596,9
534161-1,550,375,375,372,9
548995-1,136,110,110,109,9
571164-29,95,56,56,56,9
555363-1,749,454,454,449,9
561762-1,81,65,65,64,9
507270-1,545,331,331,328,9
588741-1,645,493,493,489,9
576204-1,606,464,464,461,9
547280-3,849,579,579,574,9
532908-1,576,394,394,393,9
572624-1,249,186,186,185,9
534374-1,164,117,117,116,9
593320-1,554,395,395,392,9
582492-1,140,107,107,107,9
561053-1,152,113,113,113,9
557749-1,92,68,68,67,9
589161-1,593,407,407,400,9
562611-4,325,173,173,168,9
576271-5,712,531,531,529,9
586731-1,436,296,296,294,9
545970-1027,479,330,330,327,9
578649-1,144,123,123,119,9
568741-1,564,404,404,402,9
500178-6041,426,336,335,334,9
597813-1,412,239,239,237,9
570974-1,289,236,236,234,9
565971-7,669,386,386,385,9
585891-3,785,564,563,556,9
581356-1,352,237,237,236,9
537004-7,734,561,561,558,9
583057-1,590,462,462,457,9
511382-48,559,279,279,275,9
565849-2,236,169,169,167,9
550795-1,210,133,133,132,9
574481-3,386,273,273,271,9
565385-1,67,58,58,55,9
545902-1,279,199,199,198,9
567027-50,847,495,495,493,9
593524-1,338,247,247,245,9
597066-1,140,99,99,99,9
574279-4,671,504,504,496,9
565008-1,236,187,187,184,9
532762-2,83,67,67,67,9
598917-23,649,317,317,317,9
545911-8034,580,353,353,351,9
537403-1,320,250,250,249,9
546691-1,142,107,107,105,9
542288-1,107,75,75,73,9
554642-15,793,477,477,473,9
541001-1,37,33,33,33,9
568724-1,207,152,152,151,9
554774-8000,31,31,31,31,9
500119-4011,551,370,369,369,9
555771-19,86,64,64,64,9
547492-18,182,159,159,159,9
532746-1,49,47,47,47,9
592498-1,740,547,547,545,9
547336-6,733,530,530,528,9
591262-1,90,69,69,69,9
514705-11,243,189,188,182,9
550159-1,223,154,154,154,9
598810-35,384,273,273,273,9
566616-1,868,632,632,624,9
597180-9,617,358,358,355,9
567256-15,1809,466,466,458,9
550281-1,398,316,316,315,9
531057-5,777,565,563,563,9
548111-5,198,136,136,136,9
549908-1,114,82,82,80,9
571016-1,109,77,77,77,9
579033-1,197,165,165,161,9
544612-2,124,105,104,104,9
581283-6,236,171,171,170,9
571181-1,445,310,310,307,9
561746-1,481,353,353,352,9
569496-1,210,135,135,135,9
589195-4,178,132,132,131,9
551082-1005,742,508,508,506,9
502081-2019,484,278,278,275,9
581151-1,476,343,343,339,9
559521-2,846,520,520,518,9
579106-1,329,245,245,245,9
546208-4006,527,297,297,293,9
589667-1,458,316,315,312,9
558117-1,157,116,116,116,9
567442-20,821,349,349,348,9
580015-7,93,77,77,77,9
500119-4028,558,373,373,367,9
559067-1,1140,780,780,774,9
559270-1,424,324,324,324,9
579254-1,274,214,214,213,9
582417-1,228,174,174,173,9
560723-1,184,111,111,110,9
501646-3,197,161,161,160,9
535087-12,727,539,538,535,9
562297-4,141,95,95,95,9
554405-1,107,85,85,83,9
511307-1,91,75,75,75,9
562165-1,168,143,143,142,9
534331-1,506,358,358,356,9
596647-3,69,56,56,55,9
546038-1,441,304,304,302,9
585246-1,456,356,356,354,9
593966-1,374,291,291,291,9
573841-1,90,61,61,61,9
544388-7,31,31,31,30,9
530387-1,190,143,142,140,9
538922-1,208,153,153,152,9
562122-1,163,124,124,123,9
574082-7,218,163,163,161,9
560499-1,931,606,606,601,9
551520-1,251,177,177,175,9
568414-32,390,292,292,291,9
541630-22,695,480,479,476,9
513750-16,229,166,166,164,9
571326-1,106,53,53,50,9
529621-2,81,67,67,67,9
598411-1,391,281,281,275,9
535311-1,300,208,208,206,9
558877-2,152,127,127,125,9
566624-5,92,64,64,64,9
541044-2,139,112,112,112,9
553778-1,28,28,28,28,9
536806-1,132,87,87,87,9
551830-1,247,170,170,170,9
536016-1,388,300,300,298,9
576964-5,636,372,372,364,9
546135-11074,798,480,477,469,9
500143-5064,392,280,280,270,9
548120-1,333,262,262,260,9
505081-3,185,133,133,132,9
578819-1,202,160,160,159,9
582352-1,772,603,603,603,9
551856-3,50,41,41,41,9
545881-28,193,162,162,160,9
567353-1,185,137,137,135,9
538001-1,301,229,229,226,9
542377-2,100,74,74,73,9
507547-1,1067,724,724,719,9
536326-6,823,562,560,550,9
571539-5,60,46,46,46,9
587435-1,486,356,356,355,9
557668-1,554,399,399,399,9
578932-1,760,503,503,503,9
500496-9,649,433,431,430,9
546224-15004,918,564,563,549,9
575518-1,189,148,148,148,9
576069-1,530,343,343,343,9
596442-1,182,130,130,128,9
532002-1,398,288,288,287,9
549606-1,212,133,133,131,9
546186-1,194,140,140,138,9
572241-4,649,437,437,432,9
581933-1,116,91,91,91,9
569810-20,864,551,551,544,9
531057-18,172,137,137,136,9
536245-1,255,210,210,209,9
598003-5,1001,618,618,610,9
599344-10,636,458,458,454,9
589250-3,845,531,531,529,9
535010-1,257,186,186,184,9
536687-1,390,277,277,277,9
556301-5,140,113,113,112,9
587575-1,144,116,116,116,9
562700-1,371,255,255,252,9
565717-5,122,93,93,93,9
586846-54,407,303,303,299,9
556831-6,159,133,133,131,9
585262-1,382,252,252,246,9
597180-17,552,345,345,343,9
564541-1,235,155,155,151,9
546003-3007,466,269,268,267,9
535419-15,397,243,243,240,9
588393-8,691,504,504,502,9
549291-1,297,229,229,229,9
565067-2,421,282,282,279,9
586803-1,940,636,633,628,9
514055-2,753,437,437,436,9
588865-1,386,268,268,265,9
545562-4,484,296,295,294,9
568236-1,603,445,445,444,9
598003-29,404,302,302,302,9
567442-37,981,424,424,420,9
544485-7,197,138,138,138,9
561011-1,304,170,170,170,9
589560-1,372,256,256,253,9
553671-4,838,516,514,512,9
595179-1,243,167,167,166,9
540129-2,150,132,132,131,9
569810-36,482,374,374,370,9
534463-1,197,146,146,144,9
555380-6,559,361,361,359,9
585751-4,601,441,441,435,9
596370-1,246,189,188,186,9
547361-14001,191,143,142,142,9
544582-1,284,215,215,213,9
569437-1,515,353,353,350,9
583901-1,295,203,203,201,9
577308-1,933,656,652,640,9
551031-20010,761,410,410,406,9
593150-1,279,177,177,177,9
588491-6,953,656,656,655,9
593087-1,463,279,279,275,9
598917-15,751,414,414,414,9
567892-1004,480,280,280,276,9
548740-1,76,58,58,58,9
530883-5,761,475,475,471,9
567256-9,647,444,444,440,9
511382-51,699,524,516,515,9
549045-1,165,133,133,130,9
536385-3,999,638,638,632,9
565971-9,1066,339,339,335,9
546470-1,133,98,98,97,9
596825-3,60,36,36,35,9
534561-1,375,248,248,243,9
596957-2,83,63,63,61,9
568406-1,585,447,444,436,9
597601-2,120,102,102,102,9
594873-1,1259,739,739,736,9
531103-1,419,321,321,316,9
590614-1,172,118,118,117,9
563099-9,476,371,371,371,9
540391-1,439,326,325,324,9
552640-1,451,303,303,300,9
505781-1,615,434,434,431,9
574902-1,334,233,233,228,9
561631-3,201,143,143,142,9
547174-17009,842,538,538,534,9
563374-1,104,68,68,68,9
568414-26,57,48,48,48,9
500143-5003,424,312,312,306,9
553425-8,780,520,520,516,9
566403-1,256,160,160,159,9
583120-9,431,302,302,301,9
574279-7,866,595,595,589,9
517844-1,468,338,338,332,9
547387-15004,736,572,572,568,9
553069-8,739,483,483,479,9
569429-1,248,202,202,201,9
550485-1,130,96,96,95,9
567027-5,562,352,352,352,9
507423-2,274,215,215,213,9
533661-1,427,285,284,284,9
576883-3,594,448,448,445,9
537039-2,169,146,146,144,9
504246-1,390,242,242,241,9
536563-1,197,155,155,155,9
550973-23011,581,317,317,316,9
555096-4002,611,501,501,499,9
546046-19013,480,274,274,271,9
598933-10,599,352,352,348,9
546305-1,77,61,61,59,9
529524-1,29,26,26,26,9
516911-1,229,134,134,134,9
562939-1,302,214,214,212,9
599565-10,768,455,455,453,9
550990-27022,552,379,379,379,9
540871-2,97,71,71,71,9
574121-16,211,161,160,159,9
570508-2,731,495,495,493,9
586293-1,313,230,230,230,9
550728-4,96,61,61,61,9
573868-1,662,497,497,494,9
587010-1,300,218,218,216,9
592731-3,1276,661,660,657,9
564117-1,1232,842,842,837,9
567442-38,994,613,612,607,9
539741-1,465,369,368,367,9
585599-2,844,588,588,585,9
550833-1,161,127,127,125,9
571041-8,223,150,150,150,9
555584-1,388,235,235,232,9
572641-1,238,193,193,192,9
567779-2,759,468,468,468,9
507971-3,1147,840,840,837,9
535419-23,595,408,408,403,9
578886-1,347,276,276,276,9
506460-4,73,55,55,55,9
534323-1,119,95,95,95,9
540013-2,971,686,686,682,9
565351-1,104,81,81,78,9
594768-1,402,271,271,270,9
551287-14009,1024,723,722,721,9
544591-1,345,250,250,247,9
590908-1,311,239,239,237,9
545988-2015,1739,531,531,522,9
586307-4,895,691,690,688,9
556301-3,134,94,94,94,9
544256-16,704,466,466,464,9
544639-2,139,110,110,107,9
500216-9042,685,513,511,505,9
580350-2,847,605,605,602,9
579874-3,433,261,261,260,9
500178-6015,703,525,525,523,9
580589-1,624,474,474,471,9
538833-3,194,174,173,173,9
586862-1,721,483,483,479,9
552054-2,634,434,434,430,9
581101-1,227,167,166,166,9
550957-3,87,64,64,63,9
559695-1,535,318,318,317,9
546224-15005,931,479,479,476,9
589284-1,240,156,156,153,9
598488-1,176,132,132,132,9
576271-6,463,338,338,338,9
596825-1,492,339,339,338,9
532282-1,360,244,244,242,9
535061-1,328,211,211,210,9
550523-1,176,164,164,159,9
505587-9,674,426,426,422,9
563081-1,523,335,335,330,9
596795-1,35,27,27,27,9
533181-4,64,42,42,42,9
542172-1,193,132,132,132,9
504441-2,259,183,183,181,9
595853-1,128,110,110,109,9
569810-6,662,471,471,468,9
533955-4,419,282,282,277,9
553433-1,246,182,182,181,9
545058-12,510,330,329,327,9
500143-5014,536,341,341,341,9
502081-2021,573,295,295,292,9
565652-1,52,43,43,42,9
547107-12014,1015,784,776,776,9
560383-7,1109,437,435,430,9
500119-4015,747,505,505,498,9
552801-3,53,42,42,41,9
561380-6,577,381,378,376,9
576590-2,612,444,444,443,9
533645-1,419,308,308,307,9
585068-57,622,428,428,423,9
551082-1011,806,613,613,609,9
500119-4004,593,362,362,356,9
500496-14,935,613,613,612,9
554481-3,633,395,395,395,9
568414-1,1096,505,504,502,9
567027-17,793,474,474,471,9
530182-1,374,245,244,243,9
537586-2,163,120,120,120,9
533114-3,139,103,103,102,9
542083-1,87,66,64,64,9
594822-1,797,461,461,457,9
584703-1,549,409,409,402,9
550183-1,295,181,181,180,9
529770-1,115,98,98,98,9
541443-1,133,101,101,101,9
541630-23,603,397,397,393,9
515787-1,150,93,93,92,9
565067-1,324,248,248,247,9
548456-3,66,61,60,60,9
577316-2,448,334,334,331,9
578347-11,229,186,186,185,9
584550-1,781,517,517,515,9
589187-2,165,120,120,120,9
553611-1,434,311,311,309,9
539911-21,616,386,386,381,9
564842-1,241,186,186,185,9
575941-1,377,278,277,275,9
592889-24,474,321,321,321,9
556904-33,1176,646,644,644,9
577189-1,119,85,84,81,9
563862-1,370,277,277,277,9
587303-1,80,65,65,65,9
569887-1,332,247,247,245,9
560286-10,897,492,492,490,9
533343-1,371,269,269,268,9
597996-4,542,341,341,338,9
513750-11,782,515,514,510,9
569488-1,182,128,128,127,9
571385-3,718,382,382,381,9
560219-1,152,114,114,113,9
563960-5,239,165,165,165,9
572659-5,736,563,561,560,9
537454-5,860,642,640,635,9
597899-1,472,318,315,312,9
555088-73,966,498,498,491,9
597040-1,183,146,146,145,9
597520-22,564,382,381,374,9
554227-23005,798,442,442,438,9
534579-2,119,94,94,94,9
574716-1009,560,399,399,397,9
597180-11,561,307,307,306,9
567477-1,987,619,619,617,9
574384-1,310,205,205,205,9
598917-2,311,235,235,235,9
552755-1,180,131,131,130,9
591602-1,100,65,65,65,9
575101-1,259,203,202,201,9
529630-1,261,202,202,200,9
596744-1,192,130,130,129,9
546135-11090,1028,652,652,648,9
566918-1,219,163,163,161,9
545562-6,921,671,671,665,9
584291-13,676,418,418,416,9
585025-1,705,441,441,437,9
565229-7,514,307,307,302,9
599069-6,565,384,384,382,9
584177-1,582,440,439,437,9
552208-1,266,183,183,179,9
545988-2034,799,590,590,588,9
541737-1,358,212,212,208,9
596973-9,124,86,86,86,9
500186-7006,810,560,560,553,9
599808-10,207,160,160,160,9
500143-5032,380,211,211,210,9
546020-1,172,133,133,133,9
544256-27,754,537,537,534,9
579025-35,306,209,209,206,9
546372-1,194,147,147,146,9
558061-2,147,96,96,95,9
564397-2,156,128,128,126,9
545147-1,319,235,235,233,9
564494-3,123,95,95,95,9
505366-6,95,69,69,69,9
598810-9,885,435,435,431,9
574716-1012,819,590,590,587,9
569569-1,816,596,596,591,9
586439-1,277,192,192,190,9
511986-1,305,189,189,186,9
586846-19,555,350,350,348,9
532801-1,260,185,185,184,9
564206-1,376,220,220,219,9
576972-1,216,164,164,163,9
572322-1,381,283,283,283,9
535443-1,1236,904,901,900,9
563048-1,150,87,87,85,9
537101-1,192,128,128,126,9
544914-1,476,339,339,334,9
536822-1,96,61,61,59,9
500224-10021,610,418,418,416,9
534617-2,118,91,91,89,9
548651-1,128,103,103,100,9
545911-8007,684,376,376,375,9
562033-1,90,71,71,71,9
571164-9,808,621,621,621,9
550647-2,496,346,344,339,9
554499-6,798,408,408,403,9
549363-1,383,283,283,282,9
567639-5,1021,630,630,621,9
537381-1,132,102,102,102,9
579131-1,321,250,250,248,9
580210-1,283,225,225,223,9
540153-1,365,286,286,284,9
581283-4,347,259,259,255,9
544248-1,544,409,409,408,9
546003-3041,477,298,298,296,9
596957-4,108,93,93,91,9
511382-34,725,480,480,479,9
599191-4,1023,699,699,695,9
569810-59,769,573,573,567,9
552488-1,584,438,438,438,9
554111-2,659,411,411,407,9
541354-15,149,116,116,116,9
586021-15,640,428,428,427,9
592889-5,790,566,565,556,9
561380-26,664,421,421,416,9
550060-1,247,171,171,170,9
536997-1,295,225,225,223,9
535851-1,117,94,94,93,9
507270-7,258,191,191,191,9
567451-13,699,336,336,336,9
560596-1,77,56,56,56,9
596671-1,178,135,135,135,9
557111-1,235,168,168,168,9
537900-1,252,174,174,173,9
568902-1,486,352,352,351,9
585114-4,244,171,171,169,9
547336-7,924,593,593,590,9
568414-17,759,601,601,592,9
556751-7,114,75,75,74,9
595161-1,41,32,32,32,9
533157-2,107,87,86,85,9
546224-15032,1074,691,691,683,9
578576-3,709,507,506,504,9
569810-17,911,674,674,673,9
597635-2,986,606,605,600,9
530026-1,66,55,55,53,9
533718-2,167,116,116,116,9
546917-1,407,263,263,262,9
547034-11014,693,439,439,438,9
533271-2,621,443,442,431,9
558788-1,230,159,159,158,9
541567-1,246,173,173,173,9
567442-5,808,397,397,397,9
549037-1,170,138,138,138,9
588393-3,635,420,420,417,9
534676-1,1259,447,447,439,9
561347-1,48,45,45,44,9
591785-1,278,188,188,188,9
535419-24,653,437,437,434,9
583588-2,1147,685,685,676,9
555126-2008,629,412,412,407,9
550094-5,717,487,487,485,9
534871-1,246,186,186,183,9
552747-1,232,165,165,165,9
554642-11,644,390,390,387,9
589250-19,832,576,576,569,9
544671-1,401,300,300,299,9
560359-4,500,338,338,334,9
575500-14,56,46,46,45,9
545201-9,193,137,137,136,9
566870-1,285,176,176,173,9
579858-5,597,401,401,398,9
593711-39,129,101,101,100,9
563510-2,822,446,445,442,9
599352-7,364,285,285,280,9
571491-1,955,604,604,598,9
597538-1,208,126,126,125,9
581992-1,89,77,77,76,9
577821-1,92,64,64,62,9
533394-1,752,495,495,494,9
565229-3,706,473,473,463,9
564567-24,693,543,541,541,9
577481-1,90,64,64,64,9
580031-14,166,120,120,119,9
593117-1,1012,588,588,583,9
532011-5,141,106,106,106,9
594482-6,628,431,431,428,9
555223-1,462,305,304,304,9
547999-3,903,632,632,630,9
553620-1,219,143,143,142,9
511382-45,462,293,293,292,9
556904-6,749,504,504,501,9
573931-1,185,147,147,145,9
564656-5,112,91,91,91,9
549231-3,106,78,78,78,9
576115-1,183,147,147,146,9
546135-11062,840,509,505,499,9
538116-1,351,250,250,245,9
551953-9,891,618,618,616,9
576450-3,98,64,64,64,9
598917-19,689,383,383,380,9
540471-13,136,110,110,110,9
557587-4,39,32,32,32,9
598810-2,736,463,463,461,9
567027-39,741,403,403,398,9
592005-25,469,359,359,356,9
562971-10,937,527,527,520,9
514471-1,444,296,296,294,9
554286-5008,1118,756,755,754,9
547204-1,447,267,267,266,9
540307-1,81,55,55,53,9
548049-1,388,302,302,300,9
570508-6,423,301,301,298,9
596035-1,167,138,138,138,9
588211-1,163,141,141,141,9
573868-20,300,190,190,190,9
588105-1,29,25,25,25,9
563986-1,516,410,410,409,9
530301-1,427,311,311,311,9
568961-1,342,253,253,253,9
545392-4,586,367,367,366,9
581283-10,445,316,316,312,9
567892-1038,423,345,345,343,9
573728-1,149,123,122,121,9
572721-1,563,400,400,399,9
547280-1,652,388,388,388,9
500178-6038,605,482,482,479,9
559717-6,780,480,480,475,9
569810-44,967,675,675,660,9
530735-1,164,127,127,127,9
533262-2,736,540,540,536,9
539694-13021,522,377,377,376,9
531961-3,109,87,87,87,9
599191-21,394,296,296,295,9
553956-1,229,116,116,115,9
569518-1,577,437,437,434,9
592731-11,896,628,628,626,9
598003-23,797,506,505,500,9
562521-2,160,98,98,98,9
573272-2,146,70,70,69,9
546003-3047,511,341,341,336,9
547361-14008,556,372,372,371,9
544817-3,46,37,37,37,9
589756-2,898,566,564,558,9
588601-1,820,501,501,493,9
537268-1,310,247,247,246,9
579025-20,552,431,431,428,9
599565-7,1660,580,580,573,9
563820-5,1187,782,782,779,9
532967-1,183,145,145,145,9
549240-14,640,403,403,401,9
558877-3,97,78,78,77,9
561410-1,473,272,272,272,9
567442-10,847,417,417,412,9
557005-1,247,183,183,182,9
534188-2,79,53,53,53,9
598542-2,1127,747,744,735,9
535419-42,137,101,101,100,9
569593-2,86,57,57,56,9
534030-1,366,277,277,274,9
551074-8006,551,239,239,236,9
571164-22,496,375,375,372,9
539031-1,694,528,528,526,9
586412-3,981,678,678,672,9
598364-1,456,342,342,341,9
500119-4079,453,335,335,330,9
555045-1,470,287,287,285,9
500119-4025,549,383,383,379,9
532436-1,79,65,65,64,9
586862-5,147,124,124,123,9
546429-1,104,81,81,81,9
550698-2,69,54,54,54,9
