OKRSEK,ZAPSANI_VOLICI,VYDANE_OBALKY,ODEVZDANE_OBALKY,PLATNE_HLASY,batch
579777-5,1017,655,655,642,18
500496-45,1363,962,947,940,18
539694-13042,354,285,285,283,18
536377-1,237,191,191,187,18
500178-6068,364,300,300,298,18
568414-16,738,529,527,524,18
575640-1,838,592,592,588,18
594628-1,380,284,283,282,18
529991-4,128,107,107,107,18
547492-4,833,669,668,665,18
567442-30,553,356,356,352,18
560715-9,629,406,406,406,18
592102-2,925,659,659,648,18
586587-2,1019,637,637,635,18
539911-28,834,570,570,567,18
552101-1,503,373,373,372,18
565270-1,126,101,101,101,18
586846-51,1023,725,725,719,18
537446-1,708,513,513,512,18
577197-2,918,636,636,630,18
547034-11037,834,619,619,618,18
582468-1,716,448,448,448,18
544272-1,1233,985,985,975,18
500208-8083,710,519,519,516,18
579203-5,1123,788,788,782,18
554227-23004,1004,374,374,367,18
549576-4,920,650,650,649,18
539091-1,456,361,361,360,18
500186-7003,1006,697,697,693,18
500224-10088,480,325,325,319,18
553425-5,721,493,493,486,18
540323-1,430,307,307,300,18
586170-1,950,710,710,705,18
557064-3014,894,657,657,648,18
593737-2,71,60,60,60,18
562971-33,1208,570,570,566,18
540862-3,786,561,561,558,18
562351-1,898,589,589,584,18
537683-1,1207,844,844,836,18
506486-1,364,314,314,308,18
551970-3,757,561,560,557,18
575640-2,725,545,545,538,18
598453-2,999,614,614,612,18
556904-46,977,661,661,656,18
533165-2,1107,833,831,824,18
554600-1,1182,712,712,702,18
599069-29,862,449,449,448,18
595292-1,738,558,557,556,18
555371-5001,847,643,643,636,18
580325-1,628,475,475,475,18
545911-8045,701,427,427,425,18
581976-1,1150,804,802,799,18
552216-1,411,302,302,299,18
539422-2,460,366,366,363,18
532819-11,528,398,398,397,18
500097-3049,1038,702,701,692,18
500178-6056,710,508,508,504,18
546224-15034,1132,686,686,677,18
578401-1,357,250,249,248,18
571121-1,260,173,173,172,18
550973-23054,577,391,391,390,18
585068-26,938,709,709,705,18
584029-1,1467,1106,1106,1097,18
565016-1,308,202,202,202,18
551236-16003,959,750,750,744,18
598003-14,865,548,545,541,18
581372-3,874,618,618,613,18
541354-9,1035,647,647,644,18
535419-39,245,196,196,194,18
545970-1002,921,626,625,618,18
597783-5,756,498,496,495,18
529303-16,708,541,540,535,18
560472-2,750,357,357,355,18
544256-60,885,570,570,568,18
586986-1,160,134,134,133,18
590266-4,956,646,646,641,18
599832-1,1341,915,915,907,18
562611-5,169,133,133,131,18
592102-1,1156,806,805,793,18
505609-2,1347,1048,1048,1046,18
531979-1,754,584,584,581,18
500224-10053,820,610,609,605,18
586161-2,994,741,741,737,18
551007-13005,1034,760,760,755,18
541656-14,779,505,505,501,18
550728-1,972,648,648,648,18
578151-1,977,694,693,689,18
559822-1,714,532,531,529,18
589624-1,881,622,622,618,18
500119-4084,632,460,459,456,18
551287-14017,1310,1002,994,992,18
500208-8086,535,391,391,384,18
538655-1,798,646,646,639,18
585033-2,1001,711,711,705,18
500119-4097,675,532,532,527,18
562971-22,810,537,537,535,18
573248-7,788,528,528,523,18
567892-1028,739,540,540,537,18
580686-1,751,599,599,593,18
500089-2003,735,515,514,506,18
557129-1,256,164,162,162,18
555100-6003,1148,862,862,857,18
551244-19010,928,714,712,710,18
556904-65,611,468,468,459,18
531995-1,1160,864,864,856,18
532789-1,702,575,575,572,18
555126-2012,669,456,455,449,18
567558-2,632,438,438,434,18
577626-2,877,644,644,642,18
545970-1007,338,189,189,188,18
589713-1,307,229,229,228,18
585068-4,671,484,484,482,18
571032-1,165,130,129,129,18
539163-2,413,324,324,321,18
555321-47,1205,741,741,739,18
584649-4,817,549,549,544,18
509736-1,1109,836,836,831,18
539791-53003,947,770,769,767,18
545881-9,422,280,280,280,18
538493-3,463,367,367,361,18
557676-5,308,232,232,230,18
567442-15,792,570,570,559,18
545481-1,1114,754,754,749,18
591840-1,557,429,429,427,18
574287-1,653,533,532,528,18
592005-6,608,421,421,420,18
586846-31,765,585,582,580,18
582590-1,353,240,240,240,18
546003-3044,394,300,300,300,18
535451-1,1532,924,923,915,18
514705-5,895,633,633,627,18
546941-2,862,602,602,596,18
500178-6090,586,445,445,440,18
547913-1,1115,771,771,765,18
584029-2,384,282,282,282,18
547379-29001,940,754,754,742,18
539911-30,768,488,487,487,18
563510-49,720,509,509,505,18
535419-14,1033,797,797,786,18
539694-13003,854,672,672,655,18
595934-1,175,132,132,130,18
555126-2006,692,476,476,472,18
550973-23026,527,329,329,323,18
533165-21,721,501,501,499,18
596728-1,210,169,169,168,18
561380-39,349,287,286,285,18
556904-37,841,539,539,535,18
500496-95,921,598,598,595,18
500208-8103,567,418,418,414,18
562912-1,1569,905,905,898,18
547034-11057,814,596,595,590,18
554634-2,1114,653,652,648,18
589811-1,148,114,114,112,18
551031-20021,803,604,604,599,18
591874-1,616,477,477,475,18
541907-1,415,263,263,261,18
545198-1,1424,962,960,955,18
584282-2,1327,979,976,973,18
549240-18,638,413,413,413,18
575399-4,209,152,152,152,18
585068-30,752,511,511,498,18
505587-1,515,367,367,364,18
586021-2,1356,870,868,859,18
591459-1,641,480,480,477,18
533521-2,260,216,216,216,18
551112-17002,763,516,516,513,18
586617-1,393,255,255,255,18
500224-10040,798,574,574,569,18
511382-32,720,492,492,490,18
523704-7,576,358,358,356,18
536989-1,331,230,230,230,18
532053-44,755,463,463,460,18
562971-25,751,478,477,476,18
573248-2,568,389,388,385,18
592005-22,1022,753,752,745,18
567558-3,376,265,264,262,18
505366-3,75,59,59,59,18
584347-1,1034,795,793,786,18
536385-6,905,510,510,505,18
506711-1,1208,976,975,967,18
578576-8,1124,893,893,890,18
585068-63,922,667,667,660,18
556904-25,870,612,611,608,18
556866-1,625,452,451,439,18
583065-1,525,386,386,386,18
537454-3,1053,817,817,813,18
547468-1,191,151,151,149,18
563129-6,1177,728,728,722,18
567442-44,813,481,481,481,18
549771-2,774,526,525,518,18
555215-1,741,294,294,291,18
530115-1,294,211,211,210,18
555088-76,754,464,464,457,18
500097-3035,708,505,505,499,18
500119-4001,559,371,371,366,18
547271-49005,786,615,615,612,18
586161-1,1067,772,772,767,18
574716-1001,3049,657,656,652,18
500178-6077,660,534,534,526,18
561606-1,563,370,370,369,18
547344-19002,808,595,595,595,18
547107-12010,863,655,655,643,18
500208-8069,785,591,591,589,18
544256-51,1033,823,823,816,18
561533-1,1105,722,721,713,18
585751-6,649,458,458,455,18
538841-1,953,796,796,786,18
590916-1,114,91,91,89,18
540960-1,241,183,183,182,18
568058-1,1521,1088,1087,1076,18
556904-18,1184,879,879,875,18
585068-70,1276,936,935,927,18
500089-2019,614,421,419,414,18
593877-1,195,149,149,147,18
551660-1,868,611,611,609,18
550973-23050,522,372,372,371,18
500224-10071,722,471,471,470,18
598526-1,845,591,591,580,18
554880-1,815,487,487,477,18
548219-1,281,206,206,203,18
532053-16,844,552,552,548,18
509647-2,844,569,569,563,18
500119-4111,783,633,633,619,18
539694-13055,532,414,414,408,18
551244-19014,700,563,561,561,18
502545-1,1006,701,700,697,18
559679-1,1365,1058,1058,1049,18
531057-15,1080,895,893,888,18
534951-7,1355,581,581,574,18
541699-2,85,54,54,53,18
582506-1,59,55,55,55,18
566985-15,775,499,499,499,18
535672-7,195,152,152,149,18
544256-58,1057,605,603,601,18
554634-1,619,329,329,327,18
549240-15,1068,788,788,784,18
558141-1,1134,822,822,808,18
545970-1004,910,668,668,653,18
569810-54,859,644,644,637,18
551210-10001,827,639,639,631,18
555321-4,661,338,338,336,18
507270-4,262,210,210,210,18
567515-3,861,597,597,594,18
560863-1,737,505,505,504,18
531723-1,1157,814,814,800,18
590266-24,855,664,663,656,18
564095-2,953,648,648,637,18
500208-8025,793,527,527,527,18
533921-2,649,433,433,431,18
556904-31,691,458,458,450,18
571164-10,1327,543,543,543,18
554944-1,556,399,399,398,18
586021-21,520,316,314,314,18
550647-3,898,600,600,599,18
583782-1,1504,1114,1114,1106,18
572888-1,148,105,105,105,18
592005-9,747,495,495,493,18
551031-20022,922,663,663,655,18
500089-2011,653,458,458,455,18
567507-5,1086,699,699,690,18
536121-1,374,281,280,277,18
569569-5,1456,1188,1188,1181,18
547298-27002,1548,1128,1124,1119,18
500178-6084,554,389,389,387,18
540382-1,1731,1059,1054,1054,18
545821-2,946,651,649,644,18
562335-4,846,518,518,516,18
546135-11057,840,569,569,566,18
598453-1,957,606,604,598,18
588296-1,1205,891,891,885,18
599701-11,176,136,134,133,18
595209-11,863,650,650,648,18
560367-3,1187,560,560,549,18
574716-1007,558,378,376,374,18
586846-22,885,679,678,676,18
529991-2,57,51,51,50,18
555088-36,809,605,604,604,18
500143-5043,666,488,488,485,18
538949-21008,861,668,668,661,18
547361-14031,1377,987,987,974,18
539694-13020,769,540,540,533,18
554324-4001,1095,829,826,826,18
541630-1,1042,732,732,726,18
581828-1,654,519,519,518,18
569810-40,918,677,677,671,18
550990-27009,588,473,473,472,18
547034-11020,772,546,546,543,18
539813-1,2254,1741,1737,1722,18
555126-2003,610,419,419,416,18
532860-2,820,484,484,479,18
569909-1,542,425,425,423,18
529656-1,178,135,133,129,18
544256-33,920,663,663,658,18
532819-6,710,438,437,433,18
585220-1,1543,1134,1133,1127,18
559679-2,1277,968,967,957,18
592170-2,1304,851,851,846,18
550973-23062,693,455,455,453,18
590266-21,646,475,475,468,18
562971-24,939,707,707,707,18
551147-11009,592,385,384,381,18
500208-8054,922,639,639,631,18
538647-1,1059,782,780,769,18
500097-3012,1006,629,629,618,18
567515-4,885,596,596,594,18
534137-2,58,53,53,53,26
578002-1,139,96,96,95,18
586358-1,1205,772,772,766,18
554162-1,131,109,109,108,18
568864-1,632,373,373,371,18
500496-30,1137,824,812,810,18
531057-2,1010,737,737,728,18
557153-10,1222,855,855,854,18
595284-1,232,184,183,181,18
547778-1,829,591,591,589,18
551198-3023,850,576,576,573,18
559717-10,1242,930,930,916,18
584002-3,967,725,725,723,18
587702-1,158,127,127,125,18
571164-13,728,510,510,510,18
559300-4,801,542,542,537,18
580511-1,903,482,482,478,18
525588-1,809,584,583,573,18
535419-31,745,504,504,502,18
500224-10084,632,431,431,426,18
569810-56,851,610,610,606,18
571636-1,297,220,220,220,18
545821-1,1146,824,824,816,18
545392-1,692,530,529,527,18
561169-1,547,372,372,372,18
536938-1,556,370,370,365,18
505501-1,1146,735,734,729,18
505188-1,1121,736,736,718,18
551325-2002,844,637,637,630,18
562777-2,999,633,633,631,18
547361-14011,688,492,492,489,18
579661-1,500,357,357,355,18
541656-3,896,680,680,675,18
532819-3,648,497,497,491,18
505609-1,1293,881,879,874,18
500119-4073,664,470,470,468,18
560715-12,691,474,474,473,18
559628-1,1227,842,842,835,18
575534-1,475,323,323,319,18
500119-4130,688,536,536,529,18
568295-1,588,425,425,420,18
551031-20017,717,514,514,511,18
585068-66,769,579,578,574,18
564915-1,583,473,473,471,18
500186-7015,786,538,538,536,18
533548-1,285,205,205,205,18
569810-29,888,700,700,695,18
582441-2,662,446,446,445,18
500178-6055,536,418,418,415,18
562971-15,1171,794,794,788,18
557072-5016,607,461,461,460,18
592170-3,981,690,690,687,18
550973-23070,752,585,583,579,18
552739-1,773,334,334,333,18
503444-1,1166,761,761,754,18
500208-8066,613,438,438,432,18
532193-1,191,135,135,132,18
547034-11016,1051,853,847,835,18
598089-2,1300,943,943,943,18
500089-2026,670,472,470,462,18
533203-3,995,636,636,634,18
585211-3,1164,885,885,865,18
500224-10029,625,434,430,430,18
553140-3,290,223,223,222,18
571571-1,532,437,437,434,18
563960-1,784,518,518,517,18
589934-1,878,614,614,612,18
568015-1,1352,898,896,887,18
554685-21002,1037,766,763,755,18
547344-19004,1212,839,839,828,18
590843-1,1103,782,782,777,18
554481-7,847,521,498,496,18
573868-16,696,485,485,480,18
544981-1,949,738,738,732,18
599921-1,1270,943,941,935,18
559814-1,1149,806,806,796,18
572021-1,127,70,70,68,19
546003-3036,703,441,439,436,19
530123-1,97,80,80,78,19
589632-1,1325,848,848,844,19
585459-1,1150,807,807,803,19
500496-26,798,507,507,506,19
556904-58,1071,747,747,738,19
584649-7,754,478,478,475,19
595209-4,945,658,658,650,19
535419-29,798,555,555,540,19
575739-1,613,494,493,491,19
566985-2,920,716,716,712,19
541630-4,806,574,574,572,19
592081-1,637,441,441,439,19
582972-1,1428,1070,1070,1066,19
539244-1,1324,981,981,973,19
564125-1,175,137,137,136,19
531375-1,508,363,363,362,19
554961-2,595,394,394,390,19
562335-36,938,667,667,652,19
545821-3,953,546,546,543,19
523704-15,504,332,331,330,19
563536-1,564,500,500,493,19
539341-1,533,396,396,393,19
538493-2,847,652,652,639,19
534951-12,732,509,509,504,19
574538-1,749,471,471,470,19
581372-9,590,415,414,414,19
589934-2,100,72,72,71,19
583219-1,875,693,692,689,19
500097-3041,907,619,619,615,19
594067-1,1384,902,902,893,19
579025-2,1132,700,700,697,19
500208-8010,375,290,289,284,19
556904-21,930,645,645,641,19
587117-1,244,185,185,183,19
547361-14021,1210,813,812,805,19
547379-29002,1254,945,944,929,19
533033-1,799,597,595,593,19
500054-1016,872,589,588,588,19
550973-23008,621,418,418,416,19
556700-6001,1044,777,776,764,19
568015-3,916,617,617,610,19
551031-20025,1063,702,702,689,19
564061-2,1167,840,840,836,19
533840-1,1944,1323,1322,1317,19
592081-2,718,553,553,546,19
569810-76,944,678,677,676,19
561134-5,783,513,513,512,19
500119-4094,679,513,513,509,19
593711-33,619,412,412,412,19
500178-6098,505,382,382,377,19
598089-1,1287,899,895,893,19
591211-2,818,596,596,593,19
572870-1,550,462,462,458,19
581739-1,714,502,502,497,19
554685-21003,1259,973,961,946,19
557676-4,1017,638,638,630,19
589632-2,967,685,683,677,19
598453-3,1058,663,662,654,19
533921-4,114,70,70,70,19
551287-14019,1283,982,982,976,19
556904-68,1018,749,749,739,19
573701-2,463,349,349,347,19
565024-1,380,290,290,287,19
544281-1,1249,852,852,851,19
599107-2,1099,583,581,576,19
539694-13013,639,458,458,455,19
555118-7001,922,730,730,720,19
582948-1,841,603,603,597,19
599701-7,403,287,287,287,19
546224-15048,930,678,678,670,19
550990-27008,599,460,460,457,19
535419-17,402,278,277,274,19
500208-8075,978,715,713,707,19
545970-1051,853,587,587,586,19
572349-1,721,546,544,536,19
555355-1001,1065,732,732,723,19
592170-1,1162,852,852,847,19
530905-2,917,641,641,638,19
500224-10058,681,485,483,481,19
534951-16,838,617,617,616,19
555088-31,582,383,382,382,19
500143-5012,520,364,363,359,19
554979-1,703,510,510,506,19
538167-1,801,600,600,596,19
500216-9022,849,594,594,591,19
500496-8,838,616,616,610,19
531618-1,1586,1231,1228,1194,19
586846-16,606,411,411,405,19
597007-5,1176,675,675,666,19
596574-1,712,564,564,562,19
552496-1,1032,793,793,790,19
549240-4,614,379,379,374,19
500119-4131,810,656,655,646,19
599409-1,1350,966,966,963,19
577596-1,381,277,277,275,19
532053-36,656,362,362,360,19
571776-1,726,454,453,451,19
540544-2,151,118,118,115,19
547107-12009,870,681,681,677,19
556904-48,747,444,444,438,19
507016-1,1305,601,601,599,19
586722-6,961,684,684,679,19
562394-1,947,550,550,541,19
547034-11023,710,522,522,520,19
551368-28002,1000,810,810,802,19
575682-1,1007,812,812,804,19
581941-1,37,32,32,32,19
550973-23058,556,399,399,395,19
592145-1,1074,764,764,762,19
586587-1,1170,831,830,828,19
541338-1,1176,888,888,883,19
500143-5019,526,389,388,387,19
546003-3012,445,235,235,231,19
584649-2,823,552,551,547,19
500186-7011,911,671,669,665,19
500097-3043,830,615,615,613,19
591866-1,359,241,241,238,19
544256-56,1221,775,775,761,19
500178-6079,1042,783,782,771,19
595209-3,724,531,531,529,19
597368-1,507,303,301,300,19
533921-1,586,424,424,422,19
569810-61,931,760,760,759,19
551031-20014,657,466,459,456,19
500216-9018,1555,1161,1161,1158,19
500496-86,301,219,219,218,19
533271-1,970,482,482,481,19
547301-28001,925,731,727,725,19
562581-2,1207,679,679,670,19
538710-1,387,283,283,281,19
538094-10,1236,897,897,889,19
500119-4064,852,604,604,599,19
500208-8072,521,396,396,393,19
547247-2,109,89,89,89,19
584843-1,844,592,592,591,19
580511-6,822,589,589,587,19
599107-7,984,705,704,702,19
538787-1,530,396,395,392,19
581879-1,1475,1030,1030,1021,19
599735-1,1024,760,760,754,19
555100-6002,992,737,736,723,19
539627-5,868,710,710,707,19
566985-7,814,544,544,538,19
563510-1,1939,425,425,425,19
562335-7,829,442,442,438,19
585009-1,1408,1082,1081,1075,19
547034-11004,906,654,654,650,19
513229-1,1202,781,781,775,19
549266-1,947,658,658,654,19
539066-1,1023,836,836,827,19
551112-17005,988,722,722,714,19
547301-28002,840,698,694,688,19
598607-1,356,303,303,300,19
595527-1,1053,763,763,755,19
599069-28,970,505,505,502,19
535419-30,849,576,576,575,19
500119-4119,691,518,514,508,19
598321-3,698,533,532,530,19
523704-29,904,619,618,615,19
500178-6066,990,780,779,767,19
544256-73,527,397,397,396,19
532215-1,1109,893,893,885,19
505161-4,363,263,263,263,19
541354-1,1167,862,862,860,19
555096-4003,879,669,669,662,19
595209-6,1012,733,728,722,19
552739-2,929,642,642,639,19
583740-1,605,444,443,441,19
574082-3,995,752,751,743,19
550990-27013,594,456,456,451,19
598321-2,1264,970,969,967,19
500054-1021,1137,789,789,784,19
530441-1,1102,820,820,813,19
592145-2,1268,837,837,834,19
538728-9,993,781,781,772,19
551031-20002,714,525,525,522,19
555215-3,791,541,539,539,19
539155-1,646,492,492,490,19
595071-1,894,636,635,634,19
580031-10,946,685,685,682,19
582441-1,765,521,521,517,19
598321-1,428,316,316,313,19
579947-1,1134,799,797,792,19
544256-79,1419,1072,1071,1063,19
581950-1,930,653,653,649,19
530964-1,21,20,20,19,19
500186-7004,1719,1094,1094,1078,19
539911-7,796,539,539,538,19
500097-3036,1072,763,763,762,19
537683-15,1139,893,893,884,19
544841-5,846,649,649,642,19
514705-3,1035,380,379,379,19
544256-61,864,552,552,548,19
575658-1,358,260,260,257,19
590266-25,979,768,768,764,19
550825-1,1149,869,869,857,19
546615-1,981,689,687,683,19
550973-23031,829,633,633,631,19
500119-4087,623,429,429,424,19
552020-1,758,580,577,573,19
539864-56001,876,510,508,498,19
571393-8,478,329,327,326,19
574899-2,692,455,455,453,19
557676-1,1323,828,827,823,19
546208-4004,750,566,566,560,19
531600-1,573,452,451,445,19
571989-1,222,166,166,164,19
595551-1,655,476,475,474,19
552046-38,823,641,641,632,19
577961-1,272,198,198,197,19
544485-2,1150,828,828,826,19
547034-11002,744,524,523,521,19
585068-9,613,419,418,418,19
586412-1,966,626,626,624,19
585068-55,1243,933,933,925,19
584517-1,613,443,443,441,19
500208-8071,648,473,472,466,19
561444-1,626,413,413,413,19
533220-1,591,402,402,400,19
539864-56005,788,600,600,597,19
558371-5,891,664,664,660,19
551228-12004,966,732,730,728,19
552381-1,630,444,443,440,19
529486-1,814,589,589,586,19
500178-6046,765,620,620,610,19
541079-1,1233,680,678,672,19
579068-1,923,632,631,624,19
586846-7,586,422,422,419,19
500496-89,1330,940,940,933,19
525804-1,554,356,356,354,19
570265-1,470,389,388,386,19
549240-23,1016,641,640,636,19
539694-13026,701,518,518,510,19
546003-3014,600,318,318,318,19
563633-1,829,571,571,564,19
597368-2,159,97,96,91,19
555088-51,732,511,511,511,19
538957-1,1816,1499,1499,1495,19
554481-12,661,375,375,373,19
564451-2,91,64,64,64,19
539333-2,1201,785,785,778,19
542679-2,887,589,589,588,19
574716-1004,680,482,482,481,19
563323-1,950,600,600,590,19
536407-1,202,164,164,163,19
539767-1,1116,861,861,845,19
551007-13010,1028,795,794,790,19
566438-1,1129,775,775,768,19
540030-1,1244,829,829,826,19
584355-1,463,306,306,303,19
585050-1,1230,823,822,812,19
545988-2031,1241,958,958,950,19
551058-29012,807,626,625,618,19
550973-23060,558,357,356,354,19
579785-1,724,523,523,516,19
573701-1,1140,922,922,915,19
531561-1,603,420,420,416,19
581283-12,597,421,420,418,19
583251-1,1690,1296,1296,1280,19
544256-25,499,329,329,325,19
535419-4,646,405,405,399,19
585068-46,934,679,679,674,19
554961-9,563,357,357,355,19
572314-1,141,104,104,103,19
575704-2,391,280,280,278,19
593346-1,456,290,290,290,19
564095-5,863,564,563,558,19
500216-9031,811,580,579,575,19
555321-17,803,564,564,563,19
549576-5,877,579,576,573,19
500089-2013,530,412,412,407,19
539864-56009,412,314,314,312,19
588768-2,915,609,609,607,19
500496-6,455,302,302,300,19
561835-5,993,606,606,605,19
563749-4,482,355,354,347,19
538949-21007,837,622,622,615,19
530107-1,509,377,377,375,19
575704-1,1038,805,805,805,19
552569-1,1744,1272,1272,1259,19
581186-9,432,328,328,323,19
590266-27,1149,878,876,873,19
500119-4030,636,464,464,462,19
586846-58,869,667,666,661,19
552950-1,178,128,128,126,19
500119-4120,730,523,523,522,19
539911-12,1022,717,717,715,19
500054-1004,779,551,551,551,19
503657-4,569,438,438,437,19
573299-1,1000,773,773,764,19
500224-10052,894,669,669,667,19
533572-1,637,488,488,486,19
551228-12001,1054,842,842,835,19
540226-2,441,317,316,315,19
585068-35,875,597,597,596,19
500097-3029,879,630,629,624,19
500208-8037,420,315,315,311,19
562971-16,973,687,687,678,19
592927-1,721,490,490,487,19
568830-1,1506,1150,1150,1142,19
586358-2,1109,722,722,710,19
561983-1,584,346,346,345,19
586668-1,722,543,542,540,19
533432-1,715,555,555,549,19
588296-15,808,548,548,544,19
562611-3,728,431,431,427,19
549771-1,1012,680,680,673,19
500216-9033,988,632,632,629,19
502146-1,1423,957,954,945,19
554812-1,1527,994,994,984,19
531766-1,365,264,264,262,19
569381-1,561,436,436,433,19
590266-30,1006,653,652,652,19
547034-11015,2544,992,992,984,19
534676-2,609,456,455,445,19
598178-2,1097,873,870,851,19
535419-3,824,585,585,581,19
555118-7006,365,303,303,300,19
507580-5,1303,960,960,952,19
550973-23038,982,631,631,626,19
585068-32,793,559,559,554,19
575712-1,320,261,261,260,19
562335-53,923,457,457,452,19
589845-1,1045,751,750,745,19
568791-1,777,566,566,563,19
554961-31,894,581,580,576,19
582824-1,1366,1081,1081,1075,19
552801-1,779,555,555,550,19
586714-1,1113,716,716,707,19
500178-6091,761,577,576,571,19
530883-1,930,653,653,647,19
552011-1,644,469,469,466,19
561134-1,783,489,489,485,19
546003-3021,753,487,487,482,19
549070-1,107,84,84,83,19
500496-40,726,497,497,494,19
590266-26,739,578,578,575,19
571431-1,168,108,108,106,19
539392-1,682,515,514,507,19
539066-2,1125,890,889,875,19
598160-1,1211,800,799,793,19
538825-1,687,568,568,562,19
542164-1,1336,1043,1043,1028,19
500208-8023,710,517,517,511,19
582158-1,1327,930,930,922,19
555428-9,992,656,656,648,19
551112-17006,801,594,593,586,19
545431-1,849,596,596,594,19
599085-6,1147,702,702,689,19
597228-2,698,418,418,415,19
562971-35,920,427,427,420,19
549401-1,996,747,745,738,19
545261-1,638,480,480,478,19
582913-1,1425,1032,1031,1022,19
547034-11017,936,663,663,659,19
500119-4104,653,475,475,474,19
574899-1,662,475,475,469,19
555088-38,785,591,591,587,19
586510-2,1051,828,828,822,19
553719-1,586,455,455,452,19
500119-4057,565,395,395,394,19
551244-19003,800,495,495,490,19
501794-1,1270,900,900,899,19
595314-1,275,210,210,210,19
564176-1,318,252,252,250,19
590550-1,347,249,249,246,19
523704-6,723,487,487,482,19
547395-44001,1467,1031,1024,1019,19
531146-1,905,696,695,692,19
585661-1,623,487,487,485,19
500097-3001,1001,702,701,692,19
539864-56010,210,133,133,132,19
545970-1050,653,454,454,451,19
539694-13049,824,602,602,595,19
529648-1,710,527,527,526,19
584878-1,695,455,455,454,19
542253-1,174,120,120,118,19
534749-1,521,349,349,348,19
551031-20020,698,501,500,495,19
535419-9,953,701,701,698,19
544621-1,446,310,310,307,20
500143-5021,764,470,470,463,20
585068-14,757,558,558,552,20
582824-2,1397,1053,1052,1037,20
500208-8089,796,553,551,551,20
580511-7,934,670,670,667,20
582085-1,373,260,260,260,20
584291-10,831,554,554,552,20
589977-2,75,56,56,55,20
550990-27011,559,436,436,433,20
500054-1019,1096,691,691,679,20
500178-6020,809,636,636,628,20
575399-2,1039,747,747,733,20
556904-23,1045,745,745,743,20
503657-1,823,515,515,513,20
590266-31,941,706,706,705,20
586510-1,1135,721,721,719,20
551112-17009,853,570,570,568,20
532053-19,745,532,532,519,20
584568-1,1653,1178,1175,1162,20
540684-1,825,527,527,523,20
538051-1,1665,1273,1273,1259,20
535630-1,624,439,439,433,20
538094-2,773,582,582,579,20
536580-1,538,422,422,418,20
562882-10,1042,660,660,651,20
589977-1,398,283,283,282,20
539911-3,657,485,485,478,20
500186-7025,641,510,510,506,20
579548-1,1808,1171,1170,1163,20
570231-1,749,581,581,574,20
599956-1,1470,1085,1084,1079,20
547107-12047,674,485,485,483,20
576069-2,655,527,527,525,20
529303-12,472,337,337,332,20
562564-3,1275,790,789,784,20
550973-23067,667,485,485,482,20
591301-3,501,356,356,354,20
582018-1,1521,1147,1147,1138,20
538981-1,1432,1053,1053,1040,20
510891-3,211,142,142,141,20
533581-1,1426,908,908,901,20
544558-1,1227,948,948,942,20
596175-1,1056,776,776,772,20
585068-47,965,716,716,713,20
533084-1,305,287,287,287,20
589250-31,679,443,443,442,20
500089-2033,919,663,663,652,20
547344-19003,1092,905,904,894,20
500119-4049,778,556,556,552,20
540226-1,932,612,611,606,20
546224-15028,1005,669,659,659,20
556904-67,1274,950,950,937,20
585068-62,1058,780,779,770,20
541818-1,527,331,331,328,20
562611-2,692,383,383,379,20
544493-1,1047,819,817,810,20
500119-4114,776,551,551,546,20
599107-1,1062,770,770,759,20
503657-2,467,305,305,301,20
531057-19,229,178,178,176,20
500208-8078,1092,755,754,744,20
586846-55,588,407,407,404,20
536181-5,83,57,57,57,20
554481-18,585,340,339,335,20
539694-13058,652,449,449,448,20
534005-2,936,472,472,472,20
533165-26,766,561,560,558,20
586404-2,708,543,543,541,20
514705-2,500,338,338,334,20
547174-17004,1080,740,740,733,20
505650-2,294,239,239,235,20
551368-28003,895,639,638,634,20
562971-17,830,569,569,566,20
598178-1,931,696,695,686,20
581372-5,1323,921,921,909,20
500178-6049,962,702,702,698,20
568678-4,64,54,54,54,20
532053-40,749,480,476,457,20
573809-1,672,407,407,407,20
547395-44004,1153,871,870,859,20
592731-13,798,607,607,605,20
561592-1,645,467,467,465,20
550990-27020,653,527,527,523,20
532193-2,166,144,144,144,41
537454-9,1021,802,802,797,20
535583-1,767,576,576,567,20
562025-1,1247,859,859,856,20
599191-22,1021,690,690,688,20
556904-17,987,746,746,735,20
500097-3009,1106,863,863,856,20
579025-17,743,556,556,550,20
597872-1,1155,688,688,683,20
551147-11003,1187,805,804,789,20
565041-1,109,78,78,78,20
500208-8039,587,445,445,440,20
547581-1,494,371,371,366,20
538981-2,722,555,555,553,20
593796-1,152,97,97,97,20
586846-37,864,676,676,676,20
550973-23057,602,440,440,437,20
584495-4,968,725,725,720,20
583707-1,750,529,529,527,20
539694-13034,744,554,554,548,20
525588-3,814,634,634,631,20
500054-1011,1713,922,922,913,20
586510-3,1059,782,782,782,20
595209-20,673,463,462,462,20
532568-1,175,150,149,149,20
564974-1,631,468,468,464,20
576981-3,174,144,141,138,20
500224-10048,891,646,646,643,20
598381-1,866,542,542,541,20
530905-1,1006,637,637,633,20
539902-1,1347,1100,1099,1094,20
562971-9,787,479,479,473,20
507580-1,674,474,473,471,20
563285-1,970,722,722,712,20
566985-9,883,541,538,535,20
503657-3,665,415,415,411,20
538931-22003,1081,843,843,840,20
500496-16,866,636,631,631,20
562530-1,1077,680,680,676,20
592528-1,814,624,624,620,20
536636-1,279,194,194,194,20
500178-6097,503,413,413,412,20
562564-2,1026,738,738,731,20
599344-3,1625,905,903,895,20
